Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg IFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
10548,216.1,NEURL1,mRNA,NW_005054300.1:4303694-4363727,-,-,27,57,5.392317423,-1.098,1.098,0.022802614,0.082744248,no,2,1,0
9783,215.8,MCOLN2,mRNA,NW_005054336.1:673509-688568,-,-,23,32,4.781359714,-0.437,0.437,0.33630863,0.515903591,no,2,0,0
6577,215.1,LOC102038583,mRNA,NW_005054392.1:2539531-2550310,+,-,42,186,6.832890014,-2.151,2.151,0.000231949,0.002645709,yes,2,1,1
148,214.2,ACTA2,mRNA,NW_005054300.1:9117806-9127918,+,-,19,85,5.700439718,-2.142,2.142,1.92746E-09,1.33321E-07,yes,2,1,1
11169,214.1,PCNX4,mRNA,NW_005054303.1:11451977-11467987,-,-,138,80,6.768184325,0.795,0.795,0.133418351,0.276854384,no,2,0,0
7194,214,LOC102042641,mRNA,NW_005054376.1:3054405-3059851,+,-,39,174,6.73470962,-2.14,2.14,3.21709E-05,0.000535875,yes,2,1,1
6332,213.9,LOC102036983,mRNA,NW_005054329.1:6013679-6019205,-,-,102,261,7.503825738,-1.361,1.361,0.016927803,0.067353623,no,2,1,0
8100,213.7,LOC115947922,snRNA,NW_005054330.1:6121386-6121526,-,-,12,17,3.857980995,-0.502,0.502,0.379623254,0.558084474,no,2,0,0
10997,213.7,OTUD3,mRNA,NW_005054473.1:355210-366878,+,-,4599,1046,11.46275787,2.137,2.137,1.69066E-16,5.04847E-14,yes,2,1,1
8104,213.1,LOC115947926,lnc_RNA,NW_005054331.1:3363581-3373139,-,-,75,19,5.554588852,1.978,1.978,0.003622224,0.021927955,yes,2,1,1
5567,212.1,LOC102031903,mRNA,NW_005054425.1:2128525-2134833,+,-,111,483,8.214319121,-2.121,2.121,0.010021526,0.046038851,yes,2,1,1
8987,212.1,LOC115949070,lnc_RNA,NW_005054739.1:81232-83336,+,-,104,268,7.539158811,-1.363,1.363,0.000779514,0.006971209,yes,2,1,1
12027,211.9,PTPN22,mRNA,NW_005054545.1:243743-258633,-,-,39,143,6.50779464,-1.846,1.846,8.04655E-12,9.38228E-10,yes,2,1,1
5458,211.8,LIPT2,mRNA,NW_005054627.1:259930-261021,-,-,111,25,6.087462841,2.118,2.118,5.09575E-11,5.15597E-09,yes,2,1,1
15690,211.3,XDH,mRNA,NW_005054434.1:300232-349430,-,-,37,125,6.339850003,-1.742,1.742,0.001264412,0.009866281,yes,2,1,1
5750,210.9,LOC102033179,mRNA,NW_005054481.1:3908-11687,+,-,22,94,5.857980995,-2.109,2.109,9.13327E-09,5.2497E-07,yes,2,1,1
6597,210.6,LOC102038688,mRNA,NW_005054438.1:1733049-1767552,-,-,239,1029,9.30833903,-2.106,2.106,2.01764E-06,5.42901E-05,yes,2,1,1
5854,210.4,LOC102033916,mRNA,NW_005055952.1:139-4997,-,-,1368,590,9.93516505,1.213,1.213,0.103978392,0.234137844,no,2,1,0
13084,210.3,SGCB,mRNA,NW_005054297.1:12865231-12871034,-,-,257,1104,9.410451352,-2.103,2.103,2.01218E-23,1.75965E-20,yes,2,1,1
9312,210.1,LOC115949449,lnc_RNA,NW_005062135.1:1-939,+,-,81,19,5.64385619,2.101,2.101,0.000235311,0.002665048,yes,2,1,1
583,210,APMAP,mRNA,NW_005054405.1:12629-22863,+,-,13,57,5.129283017,-2.1,2.1,8.92583E-08,4.01761E-06,yes,2,1,1
1073,210,BLNK,mRNA,NW_005054300.1:7329059-7421281,+,-,77,183,7.022367813,-1.245,1.245,0.00498477,0.027644228,yes,2,1,1
15254,210,UBE2E3,mRNA,NW_005054298.1:21868187-21922231,+,-,670,228,8.810571635,1.553,1.553,5.79836E-06,0.000131706,yes,2,1,1
12976,209.9,SELENOP,mRNA,NW_005054335.1:6116543-6122551,+,-,11662,5074,13.03066714,1.2,1.2,0.000868684,0.007542767,yes,2,1,1
14315,209.6,TET3,mRNA,NW_005054902.1:15306-24647,-,-,117,27,6.169925001,2.096,2.096,5.61518E-09,3.4033E-07,yes,2,1,1
14396,209.1,TIAM1,mRNA,NW_005054530.1:808006-855495,+,-,82,217,7.224001674,-1.401,1.401,0.002292622,0.015637088,yes,2,1,1
6311,209,LOC102036883,mRNA,NW_005054356.1:2567082-2588237,+,-,37,89,5.977279923,-1.24,1.24,0.044899994,0.132450242,no,2,1,0
2382,208.6,CUNH1orf74,mRNA,NW_005054566.1:36469-37068,-,-,70,296,7.515699838,-2.086,2.086,4.68671E-16,1.33441E-13,yes,2,1,1
4562,208.5,HOXA4,mRNA,NW_005054333.1:3434990-3442793,+,-,109,26,6.076815597,2.085,2.085,3.9633E-05,0.000636781,yes,2,1,1
6291,207.6,LOC102036753,mRNA,NW_005054318.1:2481788-2489283,+,-,111,253,7.50779464,-1.186,1.186,3.38982E-05,0.000557069,yes,2,1,1
1438,207.2,CCDC57,mRNA,NW_005054578.1:49476-75252,+,-,268,64,7.375039431,2.067,2.067,7.09992E-10,5.39903E-08,yes,2,1,1
2653,207.2,DHH,mRNA,NW_005054605.1:286373-292394,-,-,110,26,6.087462841,2.072,2.072,4.31115E-10,3.51876E-08,yes,2,1,1
7104,206.9,LOC102041907,mRNA,NW_005054334.1:5391204-5395345,+,-,26,100,5.977279923,-1.981,1.981,0.000150391,0.001854212,yes,2,1,1
11693,206.6,POU2AF1,mRNA,NW_005054449.1:106432-128542,+,-,25,60,5.409390936,-1.261,1.261,0.019911528,0.075054443,no,2,1,0
14476,205.8,TMCO6,mRNA,NW_005054386.1:782304-789487,+,-,38,76,5.832890014,-0.992,0.992,0.032898442,0.106437756,no,2,0,0
13298,204.7,SLC25A29,mRNA,NW_005054303.1:4905868-4913488,-,-,21,88,5.768184325,-2.047,2.047,6.77417E-08,3.18985E-06,yes,2,1,1
10058,204.6,MOV10,mRNA,NW_005054566.1:444422-451565,+,-,1651,6815,12.04746477,-2.046,2.046,3.58308E-08,1.83547E-06,yes,2,1,1
3059,204.5,EIF2AK2,mRNA,NW_005054299.1:17312873-17334110,-,-,1417,5848,11.82674708,-2.045,2.045,5.68321E-07,1.8959E-05,yes,2,1,1
13702,204.5,SOX5,mRNA,NW_005054482.1:529047-803578,+,-,17,70,5.442943496,-2.045,2.045,8.82714E-06,0.000186493,yes,2,1,1
15372,204.4,UROS,mRNA,NW_005054369.1:1994549-2004223,-,-,1167,4813,11.54592977,-2.044,2.044,1.23994E-13,2.16865E-11,yes,2,1,1
15977,204.2,ZNFX1,mRNA,NW_005054337.1:3424710-3437051,+,-,3521,14496,13.13707119,-2.042,2.042,3.04436E-10,2.53552E-08,yes,2,1,1
5644,204.1,LOC102032481,mRNA,NW_005054297.1:1811295-1827724,+,-,393,505,8.810571635,-0.363,0.363,0.360832228,0.540916979,no,2,0,0
6295,204.1,LOC102036781,mRNA,NW_005054573.1:13372-32958,-,-,28,73,5.658211483,-1.395,1.395,0.00114607,0.009212955,yes,2,1,1
7365,203.1,LOC102043715,mRNA,NW_005054298.1:7572039-7587062,+,-,2140,8748,12.41045135,-2.031,2.031,4.37604E-09,2.71959E-07,yes,2,1,1
5916,202.4,LOC102034293,mRNA,NW_005054381.1:3091923-3093857,+,-,32,66,5.614709844,-1.032,1.032,0.095454052,0.221489634,no,2,1,0
13903,202.2,STAMBPL1,mRNA,NW_005054300.1:9128336-9150141,-,-,13,47,4.906890596,-1.902,1.902,0.00015037,0.001854212,yes,2,1,1
2676,201.8,DHX58,mRNA,NW_005054559.1:720231-724557,+,-,732,2966,10.85252951,-2.018,2.018,1.33057E-05,0.000262745,yes,2,1,1
9039,201.8,LOC115949153,lnc_RNA,NW_005054818.1:28722-39538,-,-,474,117,8.20701432,2.018,2.018,3.50236E-12,4.56442E-10,yes,2,1,1
7768,200.2,LOC106632010,mRNA,NW_005054512.1:154127-155077,-,-,45,158,6.665335917,-1.819,1.819,0.000208042,0.002405154,yes,2,1,1
5144,200.1,KIAA0040,mRNA,NW_005054560.1:552967-553585,+,-,50,125,6.451211112,-1.319,1.319,0.000923574,0.007874173,yes,2,1,1
12360,200,REEP4,mRNA,NW_005054703.1:170202-176688,+,-,113,28,6.139551352,2,2,9.08126E-10,6.7383E-08,yes,2,1,1
526,199.4,ANPEP,mRNA,NW_005054366.1:3516936-3525219,-,-,41,59,5.64385619,-0.544,0.544,0.186704681,0.347759836,no,2,0,0
10392,199.2,NANP,mRNA,NW_005054299.1:17331096-17339088,+,-,723,2876,10.81338039,-1.992,1.992,6.29847E-15,1.40204E-12,yes,2,1,1
6506,199,LOC102038164,mRNA,NW_005054343.1:1423375-1433150,-,-,129,385,8.005624549,-1.574,1.574,2.48575E-05,0.000436004,yes,2,1,1
5721,198.5,LOC102032987,mRNA,NW_005054304.1:12006743-12009475,-,-,16,62,5.285402219,-1.985,1.985,1.5721E-05,0.000298869,yes,2,1,1
6363,198.4,LOC102037224,mRNA,NW_005054397.1:1489995-1497358,+,-,1736,2507,11.05086896,-0.531,0.531,0.288551739,0.465948942,no,2,0,0
12798,198.1,RYBP,mRNA,NW_005054317.1:1061969-1098850,+,-,109,28,6.098032083,1.981,1.981,3.29461E-06,8.26556E-05,yes,2,1,1
14756,197.7,TPBG,mRNA,NW_005054328.1:4270078-4273475,+,-,120,31,6.238404739,1.977,1.977,2.78616E-07,1.04957E-05,yes,2,1,1
6895,197.6,LOC102040516,mRNA,NW_005054466.1:1164062-1167793,+,-,20,54,5.209453366,-1.463,1.463,0.00018207,0.002166265,yes,2,1,1
1124,197.4,BRCA1,mRNA,NW_005054559.1:350425-370422,+,-,1695,431,10.05392588,1.974,1.974,4.4198E-17,1.5031E-14,yes,2,1,1
1442,196.1,CCDC61,mRNA,NW_005054614.1:236443-238891,-,-,921,236,9.176173149,1.961,1.961,7.22778E-15,1.55245E-12,yes,2,1,1
4710,196,IFT122,mRNA,NW_005054420.1:2063398-2093237,+,-,201,63,7.044394119,1.673,1.673,7.24937E-10,5.47864E-08,yes,2,1,1
10643,196,NLRC5,mRNA,NW_005054343.1:4152568-4186069,-,-,204,792,8.960001932,-1.96,1.96,0.000215828,0.00248111,yes,2,1,1
12532,196,RNF135,mRNA,NW_005054395.1:1963543-1969673,+,-,246,959,9.234817431,-1.96,1.96,1.26877E-08,6.9971E-07,yes,2,1,1
14258,195.9,TCTN3,mRNA,NW_005054506.1:63817-77318,-,-,748,192,8.876516947,1.959,1.959,6.94436E-14,1.308E-11,yes,2,1,1
451,195.3,ANGPT1,mRNA,NW_005054353.1:4287491-4442243,-,-,14,52,5.044394119,-1.905,1.905,5.17158E-05,0.000794424,yes,2,1,1
3902,195.3,GATAD1,mRNA,NW_005054307.1:7107863-7112275,-,-,254,982,9.271463028,-1.953,1.953,1.25119E-07,5.37483E-06,yes,2,1,1
1325,195.2,CARHSP1,mRNA,NW_005054319.1:8274133-8310026,+,-,99,384,7.915879379,-1.952,1.952,1.37375E-05,0.000269532,yes,2,1,1
1208,194.9,C3AR1,mRNA,NW_005054444.1:1361488-1367735,-,-,17,66,5.375039431,-1.949,1.949,3.25387E-06,8.1801E-05,yes,2,1,1
14848,194.9,TRIM47,mRNA,NW_005054370.1:2235104-2256580,+,-,1164,4494,11.46607646,-1.949,1.949,5.37436E-09,3.27354E-07,yes,2,1,1
3016,194.8,EEPD1,mRNA,NW_005054497.1:642293-706665,-,-,30,105,6.076815597,-1.824,1.824,6.06175E-07,1.99845E-05,yes,2,1,1
8976,194.5,LOC115949054,mRNA,NW_005054726.1:95872-97357,-,-,11,33,4.459431619,-1.553,1.553,0.006438631,0.033345246,yes,2,1,1
10003,194.5,MLXIP,mRNA,NW_005054362.1:3043584-3060936,+,-,22,77,5.62935662,-1.781,1.781,1.75617E-07,7.02638E-06,yes,2,1,1
7093,194.4,LOC102041862,mRNA,NW_005054388.1:686451-689476,-,-,34,84,5.882643049,-1.311,1.311,0.004999128,0.027644228,yes,2,1,1
309,194.2,AGTR2,mRNA,NW_005054314.1:129001-132293,+,-,73,280,7.463524373,-1.942,1.942,7.08969E-06,0.000156113,yes,2,1,1
5335,194.2,LAMP3,mRNA,NW_005054309.1:4218415-4235733,+,-,55,132,6.54689446,-1.271,1.271,0.027980907,0.095079168,no,2,1,0
9300,194.2,LOC115949436,mRNA,NW_005060679.1:42-926,-,-,417,812,9.2632692,-0.964,0.964,0.046328924,0.135338824,no,2,0,0
12338,193.7,RCC1L,mRNA,NW_005054381.1:327520-342501,+,-,1023,552,9.621136113,0.89,0.89,0.002500752,0.016639512,yes,2,0,0
5832,193.5,LOC102033738,mRNA,NW_005054504.1:748698-796767,-,-,1220,319,9.587777516,1.935,1.935,1.36657E-12,1.99177E-10,yes,2,1,1
5452,193.1,LIPA,mRNA,NW_005054300.1:9012434-9022604,+,-,1774,6767,12.06018928,-1.931,1.931,9.20989E-10,6.79257E-08,yes,2,1,1
11176,192.7,PCSK6,mRNA,NW_005054366.1:1151878-1179615,-,-,27,30,4.832890014,-0.111,0.111,0.835813749,0.905964385,no,2,0,0
14285,192.6,TEK,mRNA,NW_005054379.1:2995997-3033015,-,-,398,105,7.97441459,1.926,1.926,4.78525E-07,1.62738E-05,yes,2,1,1
11472,192.5,PKD2L1,mRNA,NW_005054300.1:10751633-10767569,-,-,22,56,5.285402219,-1.326,1.326,0.006839285,0.034961739,yes,2,1,1
4182,192.1,GPR162,mRNA,NW_005054320.1:8104219-8109942,+,-,37,101,6.108524457,-1.428,1.428,0.001258603,0.009839765,yes,2,1,1
661,191.6,ARHGEF10L,mRNA,NW_005054475.1:1014852-1063556,+,-,26,68,5.554588852,-1.38,1.38,0.003991289,0.023617857,yes,2,1,1
8977,191.3,LOC115949055,mRNA,NW_005054726.1:152-4271,-,-,32,79,5.794415866,-1.318,1.318,2.13279E-05,0.000381194,yes,2,1,1
3571,191.2,FBXW4,mRNA,NW_005054300.1:5495840-5562935,-,-,1314,390,9.73470962,1.752,1.752,1.09037E-12,1.62133E-10,yes,2,1,1
6829,190.2,LOC102040095,mRNA,NW_005054326.1:4942487-4958288,+,-,659,2464,10.60871685,-1.902,1.902,2.62474E-09,1.74645E-07,yes,2,1,1
12263,190,RASL11B,mRNA,NW_005054297.1:13105117-13108434,+,-,54,14,5.087462841,1.9,1.9,2.89806E-05,0.000493476,yes,2,1,1
15192,189.9,TUT7,mRNA,NW_005054427.1:118114-150946,-,-,2816,808,10.82336724,1.801,1.801,6.3911E-14,1.242E-11,yes,2,1,1
58,189.2,ABHD12B,mRNA,NW_005054303.1:14726795-14740173,-,-,220,60,7.129283017,1.892,1.892,2.1053E-05,0.00037849,yes,2,1,1
12727,189.2,RRM2,mRNA,NW_005054318.1:6654000-6658672,-,-,44,100,6.169925001,-1.174,1.174,0.011803783,0.051871398,no,2,1,0
6205,189,LOC102036223,mRNA,NW_005054641.1:226577-227904,+,-,90,83,6.434628228,0.103,0.103,0.822973303,0.897769059,no,2,0,0
5921,188.8,LOC102034306,mRNA,NW_005054491.1:310642-324876,+,-,96,26,5.930737338,1.888,1.888,1.60367E-09,1.12683E-07,yes,2,1,1
6359,188.6,LOC102037191,mRNA,NW_005054304.1:732301-735859,-,-,183,472,8.355351096,-1.371,1.371,0.000834281,0.007290579,yes,2,1,1
7257,188.2,LOC102043039,mRNA,NW_005054514.1:228237-254875,+,-,125,191,7.303780748,-0.61,0.61,0.131547845,0.274181182,no,2,0,0
1394,187.9,CCDC126,mRNA,NW_005054333.1:4852456-4867871,-,-,1385,376,9.782179194,1.879,1.879,4.13843E-13,6.75557E-11,yes,2,1,1
7213,187.8,LOC102042760,mRNA,NW_005054615.1:432972-441009,+,-,81,176,7.005624549,-1.12,1.12,1.6286E-06,4.55227E-05,yes,2,1,1
9584,187.8,LYST,mRNA,NW_005054348.1:1824915-1887580,+,-,671,300,8.923327485,1.156,1.156,5.96518E-05,0.000900514,yes,2,1,1
10477,187.8,NDUFAF1,mRNA,NW_005054312.1:1465564-1472644,+,-,602,173,8.5980525,1.796,1.796,1.09243E-22,7.86744E-20,yes,2,1,1
15313,187.7,UCP3,mRNA,NW_005054627.1:417651-420745,+,-,91,26,5.87036472,1.798,1.798,2.30336E-11,2.51786E-09,yes,2,1,1
4766,187.3,IL13RA1,mRNA,NW_005054314.1:560647-576357,+,-,27,98,5.965784285,-1.873,1.873,1.50723E-05,0.00028878,yes,2,1,1
1202,187.2,C1R,mRNA,NW_005054320.1:8267441-8274755,-,-,31,77,5.754887502,-1.298,1.298,0.005234986,0.028561469,yes,2,1,1
5826,186.8,LOC102033681,mRNA,NW_005054416.1:1896265-1906632,-,-,91,25,5.857980995,1.868,1.868,0.000318083,0.003440184,yes,2,1,1
3150,186.7,EMP2,mRNA,NW_005054319.1:7459788-7466121,+,-,20,53,5.189824559,-1.364,1.364,0.00365403,0.022091996,yes,2,1,1
13639,186.7,SNX10,mRNA,NW_005054333.1:3830184-3849916,-,-,158,578,8.523561956,-1.867,1.867,9.88227E-08,4.36782E-06,yes,2,1,1
15456,186.5,VAV2,mRNA,NW_005054329.1:3443893-3533765,+,-,80,191,7.082149041,-1.259,1.259,0.00726333,0.036579578,yes,2,1,1
5072,186,KCNJ5,mRNA,NW_005054459.1:774338-794303,-,-,27,59,5.426264755,-1.115,1.115,0.004836934,0.027089927,yes,2,1,1
3672,185.9,FKBP9,mRNA,NW_005054361.1:650388-668378,-,-,555,279,8.703903573,0.994,0.994,0.000731622,0.006649774,yes,2,0,0
9204,185.8,LOC115949338,lnc_RNA,NW_005056030.1:4180-4741,-,-,107,374,7.909893084,-1.81,1.81,0.000233241,0.002651409,yes,2,1,1
660,185.6,ARHGEF10,mRNA,NW_005054413.1:2565073-2623961,-,-,35,11,4.523561956,1.648,1.648,4.36565E-06,0.000104442,yes,2,1,1
11761,185.6,PPP1R26,mRNA,NW_005054329.1:2740872-2747074,-,-,219,98,7.30833903,1.167,1.167,0.009910248,0.045699119,yes,2,1,1
12773,185.1,RUBCNL,mRNA,NW_005054322.1:3516475-3539038,-,-,31,62,5.539158811,-0.999,0.999,0.016838372,0.067110087,no,2,0,0
6971,184.9,LOC102040925,mRNA,NW_005055154.1:3141-17502,+,-,195,83,7.118941073,1.229,1.229,4.68501E-07,1.59773E-05,yes,2,1,1
1447,184.3,CCDC69,mRNA,NW_005054308.1:6224576-6226729,-,-,32,71,5.686500527,-1.135,1.135,0.013234287,0.056162004,no,2,1,0
15014,183.8,TRNAR-CCU,tRNA,NW_005054334.1:5445952-5446024,-,-,65,18,5.375039431,1.838,1.838,7.11134E-06,0.000156309,yes,2,1,1
2000,183.6,CNP,mRNA,NW_005054672.1:147525-151609,+,-,150,328,7.900866808,-1.131,1.131,0.003270763,0.020265156,yes,2,1,1
10597,183.5,NIBAN2,mRNA,NW_005054358.1:2537134-2574239,-,-,136,272,7.672425342,-0.995,0.995,0.001254786,0.009835046,yes,2,0,0
6459,183.3,LOC102037853,mRNA,NW_005054587.1:54494-64590,-,-,76,273,7.447083226,-1.833,1.833,4.81008E-06,0.000113196,yes,2,1,1
12282,183,RBFA,mRNA,NW_005054325.1:613269-621666,-,-,299,155,7.826548487,0.943,0.943,0.00133932,0.010338773,yes,2,0,0
4723,182.7,IFT88,mRNA,NW_005054302.1:3537734-3581062,-,-,65,19,5.392317423,1.758,1.758,4.28558E-07,1.47798E-05,yes,2,1,1
11602,182.7,PMM1,mRNA,NW_005054334.1:4893402-4903814,-,-,509,163,8.392317423,1.641,1.641,4.68346E-08,2.3028E-06,yes,2,1,1
8516,182.5,LOC115948455,lnc_RNA,NW_005054299.1:6967350-6983816,-,-,44,157,6.651051691,-1.825,1.825,3.08676E-12,4.13895E-10,yes,2,1,1
14595,182.5,TMEM268,mRNA,NW_005054358.1:2731950-2748746,+,-,509,896,9.456354415,-0.816,0.816,0.000446356,0.004527541,yes,2,0,0
6293,182.4,LOC102036771,mRNA,NW_005054444.1:1408987-1412912,+,-,127,183,7.276124405,-0.527,0.527,0.197850422,0.361437698,no,2,0,0
6936,182.2,LOC102040732,mRNA,NW_005054408.1:1696273-1716525,+,-,19,67,5.426264755,-1.822,1.822,2.78014E-06,7.15067E-05,yes,2,1,1
7182,182.2,LOC102042536,mRNA,NW_005054493.1:598603-606245,-,-,38,135,6.434628228,-1.822,1.822,2.86132E-07,1.07129E-05,yes,2,1,1
14839,181.6,TRIM25,mRNA,NW_005054395.1:1528427-1536858,-,-,1529,5384,11.75509621,-1.816,1.816,1.69313E-06,4.72188E-05,yes,2,1,1
6722,181.2,LOC102039479,mRNA,NW_005054347.1:3463462-3474417,-,-,79,276,7.471675214,-1.812,1.812,3.07823E-07,1.13514E-05,yes,2,1,1
6725,180.2,LOC102039514,mRNA,NW_005054298.1:14501089-14576315,+,-,144,41,6.531381461,1.802,1.802,3.51388E-07,1.26531E-05,yes,2,1,1
10499,179.1,NEB,mRNA,NW_005054585.1:433316-531501,+,-,51,17,5.087462841,1.608,1.608,6.27668E-05,0.000933722,yes,2,1,1
9773,178.9,MCM3,mRNA,NW_005054377.1:2040307-2051778,-,-,35,57,5.523561956,-0.696,0.696,0.15781858,0.310389217,no,2,0,0
4793,178.4,IL31RA,mRNA,NW_005054335.1:2809028-2844154,-,-,44,92,6.087462841,-1.051,1.051,0.00571883,0.030441581,yes,2,1,1
6368,178.2,LOC102037238,mRNA,NW_005054600.1:245645-246186,-,-,3174,923,11.00035218,1.782,1.782,1.51883E-07,6.19834E-06,yes,2,1,1
5999,178.1,LOC102034831,mRNA,NW_005054309.1:1229845-1257152,-,-,98,173,7.082149041,-0.827,0.827,0.048948871,0.141173386,no,2,0,0
9452,178.1,LRIG3,mRNA,NW_005054310.1:9497483-9540569,+,-,154,45,6.636624621,1.781,1.781,1.45329E-07,6.01102E-06,yes,2,1,1
13791,178.1,SPTBN1,mRNA,NW_005054341.1:4311605-4393439,-,-,284,590,8.77148947,-1.058,1.058,0.010175251,0.046640059,yes,2,1,1
7614,178,LOC102045157,mRNA,NW_005054480.1:1321614-1329253,-,-,225,435,8.366322214,-0.951,0.951,2.39157E-05,0.000421295,yes,2,0,0
5928,177.6,LOC102034361,mRNA,NW_005054456.1:1090181-1094317,-,-,61,148,6.707359132,-1.262,1.262,0.004444999,0.025489521,yes,2,1,1
3399,177.2,FAM135A,mRNA,NW_005054332.1:256629-321817,-,-,401,174,8.167418146,1.198,1.198,3.80091E-08,1.915E-06,yes,2,1,1
4623,177.2,HSP90AB1,mRNA,NW_005054299.1:12910099-12917025,-,-,6026,1765,11.9275928,1.772,1.772,3.23131E-10,2.67303E-08,yes,2,1,1
6523,177,LOC102038263,mRNA,NW_005054958.1:6193-11087,-,-,2128,624,10.42626475,1.77,1.77,9.55423E-28,1.67104E-24,yes,2,1,1
10893,177,OAS1,mRNA,NW_005054339.1:3136336-3138979,-,-,13319,45417,14.8419574,-1.77,1.77,0.000139123,0.001754153,yes,2,1,1
6436,176.9,LOC102037713,mRNA,NW_005054326.1:2448662-2471963,-,-,1136,3872,11.29001885,-1.769,1.769,1.2331E-06,3.62034E-05,yes,2,1,1
835,176.8,ATP10A,mRNA,NW_005054342.1:5881865-5993949,+,-,22,74,5.584962501,-1.768,1.768,4.41863E-06,0.000105248,yes,2,1,1
6391,176.5,LOC102037407,mRNA,NW_005054559.1:708350-709135,-,-,86,275,7.495855027,-1.685,1.685,0.004729146,0.026632447,yes,2,1,1
13999,176.3,STYXL1,mRNA,NW_005054387.1:941078-952084,+,-,77,23,5.64385619,1.763,1.763,3.2364E-05,0.00053836,yes,2,1,1
7422,176.1,LOC102044128,mRNA,NW_005054334.1:6346426-6346900,+,-,1923,598,10.2997804,1.686,1.686,3.43596E-06,8.58498E-05,yes,2,1,1
5263,175.8,KLHL32,mRNA,NW_005054305.1:12941669-13036264,+,-,306,90,7.62935662,1.758,1.758,0.001759487,0.012671411,yes,2,1,1
15851,175.4,ZFAND1,mRNA,NW_005054344.1:26083-33476,-,-,270,80,7.451211112,1.754,1.754,2.07624E-08,1.09096E-06,yes,2,1,1
3199,174.9,EPB41L5,mRNA,NW_005054298.1:10622041-10673365,-,-,95,321,7.700439718,-1.749,1.749,1.15442E-13,2.04835E-11,yes,2,1,1
9151,174.4,LOC115949281,lnc_RNA,NW_005055376.1:10273-11971,+,-,55,16,5.14974712,1.744,1.744,2.5215E-08,1.30808E-06,yes,2,1,1
102,174.2,ACAT2,mRNA,NW_005054392.1:1116401-1124873,+,-,77,30,5.741466986,1.36,1.36,6.73063E-06,0.000150097,yes,2,1,1
13877,174.2,ST3GAL6,mRNA,NW_005054320.1:1539822-1621535,-,-,40,134,6.442943496,-1.742,1.742,1.1959E-10,1.10086E-08,yes,2,1,1
1720,174.1,CERS5,mRNA,NW_005054600.1:228625-245414,+,-,679,216,8.805743872,1.655,1.655,6.26478E-24,6.9727E-21,yes,2,1,1
12856,173.9,SBF2,mRNA,NW_005054416.1:458453-654794,-,-,34,57,5.50779464,-0.717,0.717,0.079674445,0.196204551,no,2,0,0
934,173.7,B3GALNT1,mRNA,NW_005054309.1:10367565-10372816,-,-,31,80,5.794415866,-1.363,1.363,0.000181184,0.002159923,yes,2,1,1
9550,173.6,LSS,mRNA,NW_005054501.1:1176254-1185035,+,-,37,52,5.475733431,-0.508,0.508,0.268729672,0.444362152,no,2,0,0
13668,173.5,SOCS2,mRNA,NW_005054331.1:3374792-3377988,+,-,82,32,5.832890014,1.373,1.373,0.00558121,0.029969627,yes,2,1,1
2779,173.1,DNAJC15,mRNA,NW_005054322.1:2135348-2157274,+,-,152,506,8.361943774,-1.731,1.731,3.78526E-07,1.33553E-05,yes,2,1,1
9051,173,LOC115949166,mRNA,NW_005054867.1:198-2503,+,-,43,21,5,1.036,1.036,0.012958212,0.055432352,no,2,1,0
6921,172.5,LOC102040637,mRNA,NW_005054559.1:423081-428111,-,-,1437,4750,11.59502432,-1.725,1.725,0.000191269,0.002251646,yes,2,1,1
1407,172.4,CCDC166,mRNA,NW_005054699.1:12944-14767,-,-,78,23,5.658211483,1.724,1.724,0.001142138,0.009204308,yes,2,1,1
7286,172.3,LOC102043184,mRNA,NW_005054337.1:4307490-4308235,-,-,4576,9820,12.81338039,-1.102,1.102,0.018464685,0.071245866,no,2,1,0
8225,172.1,LOC115948081,lnc_RNA,NW_005054346.1:2603649-2606924,+,-,481,149,8.299208018,1.688,1.688,1.39427E-07,5.82595E-06,yes,2,1,1
10654,171.9,NMRAL1,mRNA,NW_005054383.1:2174231-2180764,+,-,205,63,7.06608919,1.719,1.719,6.62884E-09,3.95887E-07,yes,2,1,1
1825,171.8,CHRNA10,mRNA,NW_005054454.1:23910-25229,-,-,516,157,8.394462695,1.718,1.718,0.000107074,0.001437014,yes,2,1,1
2458,171.8,CYFIP2,mRNA,NW_005054308.1:7990916-8034857,+,-,248,547,8.63481105,-1.143,1.143,0.004248152,0.024766724,yes,2,1,1
7001,171.8,LOC102041126,mRNA,NW_005054392.1:2541296-2564021,+,-,179,392,8.157346935,-1.129,1.129,0.007021313,0.035639279,yes,2,1,1
10022,171.6,MMP9,mRNA,NW_005054337.1:3184199-3188339,+,-,3096,5403,12.05307739,-0.803,0.803,0.113723609,0.248673808,no,2,0,0
11569,171.5,PLOD2,mRNA,NW_005054465.1:157604-206598,-,-,18,58,5.247927513,-1.715,1.715,0.000762073,0.006856775,yes,2,1,1
11709,171.5,PPCDC,mRNA,NW_005054313.1:10056083-10067616,-,-,222,117,7.405141463,0.914,0.914,0.001088199,0.008892581,yes,2,0,0
984,171.2,BASP1,mRNA,NW_005054340.1:3148294-3198715,+,-,841,1385,10.12023788,-0.719,0.719,0.0608328,0.163372022,no,2,0,0
