GeneID,locus,avg mIFOR,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
ATP6V1G3,NW_005054357.1:1843167-1860656,22,5,3.8,2.0,2.0,0.00,0.24,no,1,1,0
MGP,NW_005054331.1:6517435-6523994,2,1,0.6,1.0,1.0,0.27,0.89,no,0,0,0
LOC106631921,NW_005054392.1:603830-626449,41,21,5.0,1.0,1.0,0.21,0.85,no,2,0,0
SFXN3,NW_005054300.1:5146187-5150458,178,222,7.6,-0.3,0.3,0.27,0.89,no,2,0,0
BCLAF3,NW_005054403.1:163051-187269,11,8,3.2,0.5,0.5,0.50,0.96,no,1,0,0
LOC106631910,NW_005054383.1:361524-374257,2256,1222,10.8,0.9,0.9,0.18,0.82,no,2,0,0
SRRD,NW_005054330.1:438211-439550,52,54,5.7,-0.1,0.1,0.91,1.00,no,2,0,0
PEBP1,NW_005054330.1:5563954-5566771,3306,3871,11.8,-0.2,0.2,0.55,0.97,no,2,0,0
CMPK2,NW_005054318.1:8245781-8250937,4924,1550,11.7,1.7,1.7,0.00,0.05,no,2,1,0
KIF21A,NW_005054354.1:1019761-1134176,1,1,0.0,-1.0,1.0,0.30,0.90,no,0,1,0
NLRC5,NW_005054343.1:4152568-4186069,1050,456,9.6,1.2,1.2,0.05,0.60,no,2,1,0
RBM43,NW_005054298.1:27566-30211,2498,523,10.6,2.3,2.3,0.00,0.09,no,2,1,0
GPHN,NW_005054301.1:15489163-15685088,40,31,5.1,0.3,0.3,0.26,0.89,no,2,0,0
TEX12,NW_005054447.1:131119-132359,3,5,2.0,-0.9,0.9,0.14,0.78,no,0,0,0
CD79B,NW_005054839.1:35689-41824,336,391,8.5,-0.2,0.2,0.76,0.99,no,2,0,0
DEPDC1B,NW_005054335.1:1037798-1056944,4,4,2.0,-0.3,0.3,0.63,0.98,no,0,0,0
LOC102035602,NW_005056053.1:6-3678,40,22,5.0,0.9,0.9,0.20,0.84,no,2,0,0
LOC102044945,NW_005054298.1:7691827-7722168,10,19,3.9,-0.9,0.9,0.33,0.91,no,2,0,0
MOV10,NW_005054566.1:444422-451565,8506,2902,12.5,1.6,1.6,0.00,0.08,no,2,1,0
CFAP36,NW_005054341.1:4011759-4023571,10,3,2.7,1.6,1.6,0.04,0.57,no,1,1,0
LOC115947799,NW_005054317.1:6394759-6395405,120,74,6.6,0.7,0.7,0.05,0.60,no,2,0,0
LOC115947707,NW_005054310.1:6333046-6347190,5,3,2.0,0.8,0.8,0.28,0.90,no,0,0,0
LOC115948803,NW_005054530.1:784125-798510,21,13,4.1,0.7,0.7,0.43,0.95,no,2,0,0
TRNAM-CAU,NW_005054370.1:555458-555529,27,20,4.6,0.4,0.4,0.39,0.94,no,2,0,0
LOC115948645,NW_005054458.1:666837-672261,87,93,6.5,-0.1,0.1,0.78,0.99,no,2,0,0
TYRO3,NW_005054312.1:1055402-1091288,2,2,1.0,0.0,0.0,0.98,1.00,no,0,0,0
LOC102038751,NW_005054392.1:2577242-2578243,35,21,4.8,0.8,0.8,0.16,0.80,no,2,0,0
CD109,NW_005054328.1:1023732-1094933,18,32,4.6,-0.9,0.9,0.25,0.88,no,2,0,0
GPR3,NW_005054436.1:279175-286483,3,14,3.1,-2.3,2.3,0.00,0.03,yes,1,1,1
LOC102040547,NW_005054319.1:7104867-7176989,10,5,2.9,0.8,0.8,0.31,0.91,no,1,0,0
ZHX1,NW_005054321.1:5097558-5124609,155,156,7.3,0.0,0.0,0.98,1.00,no,2,0,0
CCNG1,NW_005054308.1:501834-506829,388,554,8.9,-0.5,0.5,0.27,0.89,no,2,0,0
SPATA5,NW_005054435.1:1175254-1335810,74,67,6.1,0.1,0.1,0.84,0.99,no,2,0,0
TMEM14A,NW_005054413.1:15132-22710,34,21,4.8,0.7,0.7,0.19,0.83,no,2,0,0
SNRNP40,NW_005054428.1:1281617-1296753,1463,859,10.2,0.8,0.8,0.07,0.65,no,2,0,0
INTS6,NW_005054322.1:5471244-5508313,911,298,9.2,1.6,1.6,0.00,0.02,yes,2,1,1
PCCB,NW_005054380.1:179743-201436,70,42,5.8,0.7,0.7,0.08,0.67,no,2,0,0
ACTA2,NW_005054300.1:9117806-9127918,90,54,6.2,0.7,0.7,0.10,0.73,no,2,0,0
TRNAS-UGA,NW_005054488.1:1182840-1182921,10,35,4.5,-1.9,1.9,0.00,0.20,no,2,1,0
KIAA0513,NW_005054373.1:1488394-1504761,43,27,5.1,0.7,0.7,0.27,0.89,no,2,0,0
CELSR2,NW_005054425.1:36738-67127,31,19,4.6,0.7,0.7,0.17,0.81,no,2,0,0
MYCN,NW_005054318.1:3841822-3845737,2,2,1.0,0.2,0.2,0.82,0.99,no,0,0,0
UACA,NW_005054366.1:3128388-3150549,6,12,3.2,-0.9,0.9,0.11,0.76,no,1,0,0
LECT2,NW_005054308.1:3713488-3717938,18,11,3.9,0.8,0.8,0.32,0.91,no,2,0,0
LOC102043715,NW_005054298.1:7572039-7587062,10627,4569,12.9,1.2,1.2,0.00,0.21,no,2,1,0
OLFML1,NW_005054487.1:213007-218959,15,8,3.5,0.9,0.9,0.16,0.81,no,1,0,0
LOC115949057,NW_005054730.1:21117-23256,3,18,3.4,-2.4,2.4,0.00,0.13,no,1,1,0
ETV7,NW_005054472.1:1357832-1367144,229,160,7.6,0.5,0.5,0.32,0.91,no,2,0,0
LOC102033548,NW_005054341.1:4111657-4112628,36,25,4.9,0.5,0.5,0.36,0.93,no,2,0,0
LOC106632178,NW_005056036.1:483-4687,1,3,1.0,-1.0,1.0,0.19,0.83,no,0,1,0
SH2D4A,NW_005054304.1:12023642-12033848,6,6,2.6,0.0,0.0,0.96,1.00,no,0,0,0
BCAR1,NW_005054343.1:2735812-2741666,37,75,5.8,-1.0,1.0,0.00,0.09,no,2,1,0
CARHSP1,NW_005054319.1:8274133-8310026,482,146,8.3,1.7,1.7,0.00,0.13,no,2,1,0
SPR,NW_005054655.1:265742-267290,14,56,5.1,-2.0,2.0,0.00,0.24,no,2,1,0
LIMA1,NW_005054600.1:205889-225876,8,8,3.0,0.0,0.0,0.98,1.00,no,0,0,0
ZNF704,NW_005054423.1:325921-395615,54,63,5.9,-0.2,0.2,0.35,0.92,no,2,0,0
HECW2,NW_005054298.1:26633170-26747439,13,18,4.0,-0.5,0.5,0.62,0.98,no,2,0,0
SMTNL2,NW_005054368.1:7181-25979,25,25,4.6,0.0,0.0,0.96,1.00,no,2,0,0
STAMBPL1,NW_005054300.1:9128336-9150141,49,42,5.5,0.2,0.2,0.70,0.98,no,2,0,0
POLQ,NW_005054320.1:6394572-6443540,100,75,6.5,0.4,0.4,0.54,0.97,no,2,0,0
LOC102033114,NW_005054347.1:3936635-3943828,22,16,4.2,0.5,0.5,0.41,0.94,no,2,0,0
TMCC3,NW_005054331.1:3653740-3785987,56,54,5.8,0.1,0.1,0.93,1.00,no,2,0,0
LRRC3C,NW_005054625.1:281896-284488,222,160,7.6,0.5,0.5,0.45,0.95,no,2,0,0
LOC102035702,NW_005054416.1:2125752-2131389,10,18,3.8,-1.0,1.0,0.15,0.80,no,2,0,0
DPY19L3,NW_005054408.1:262171-296249,1615,1277,10.5,0.3,0.3,0.49,0.96,no,2,0,0
LOC102043467,NW_005054331.1:6611731-6612161,24,16,4.3,0.6,0.6,0.31,0.91,no,2,0,0
EFHB,NW_005054333.1:144025-159262,28,14,4.4,1.0,1.0,0.06,0.64,no,2,0,0
ZBTB46,NW_005054337.1:1971786-2019196,80,70,6.2,0.2,0.2,0.55,0.97,no,2,0,0
PCNX4,NW_005054303.1:11451977-11467987,63,53,5.9,0.2,0.2,0.69,0.98,no,2,0,0
APMAP,NW_005054405.1:12629-22863,62,41,5.7,0.6,0.6,0.24,0.87,no,2,0,0
LOC102040271,NW_005054349.1:4157667-4321214,17,10,3.8,0.8,0.8,0.23,0.86,no,2,0,0
TMEM170B,NW_005054376.1:3368544-3388384,22,15,4.2,0.5,0.5,0.28,0.90,no,2,0,0
LOC102034077,NW_005054485.1:4337-9282,14,10,3.6,0.4,0.4,0.53,0.97,no,2,0,0
RIMBP2,NW_005054362.1:455107-511505,6,11,3.1,-0.9,0.9,0.30,0.90,no,1,0,0
LOC102034174,NW_005054341.1:4570913-4573569,86,99,6.5,-0.2,0.2,0.70,0.98,no,2,0,0
DLGAP3,NW_005054478.1:577034-588523,11,15,3.7,-0.5,0.5,0.30,0.90,no,2,0,0
LOC102041691,NW_005054388.1:627480-631020,5,2,1.8,1.1,1.1,0.18,0.81,no,0,1,0
BANK1,NW_005054304.1:15676791-15809361,185,189,7.5,0.0,0.0,0.96,1.00,no,2,0,0
DENND4C,NW_005054323.1:3985369-4044892,95,83,6.5,0.2,0.2,0.58,0.98,no,2,0,0
LOC115947994,NW_005054337.1:1120650-1137336,44,36,5.3,0.3,0.3,0.34,0.92,no,2,0,0
PKIB,NW_005054306.1:9024085-9078201,4,2,1.6,1.3,1.3,0.17,0.81,no,0,1,0
LOC102034253,NW_005054641.1:218577-219395,235,40,7.1,2.6,2.6,0.00,0.01,yes,2,1,1
DHX58,NW_005054559.1:720231-724557,3834,685,11.1,2.5,2.5,0.00,0.00,yes,2,1,1
PITRM1,NW_005054422.1:1708471-1735655,2664,2572,11.4,0.1,0.1,0.93,1.00,no,2,0,0
LOC102044509,NW_005054309.1:3348608-3358113,6,11,3.1,-0.8,0.8,0.13,0.77,no,1,0,0
LOC115948453,NW_005054299.1:7016177-7046772,11,10,3.4,0.1,0.1,0.79,0.99,no,2,0,0
TMTC2,NW_005054310.1:410807-586175,24,23,4.6,0.0,0.0,0.95,1.00,no,2,0,0
LOC102036759,NW_005054357.1:3211972-3219093,91,130,6.8,-0.5,0.5,0.44,0.95,no,2,0,0
INIP,NW_005054385.1:2162866-2174549,339,585,8.9,-0.8,0.8,0.02,0.44,no,2,0,0
FNDC4,NW_005054669.1:203756-207998,20,16,4.2,0.3,0.3,0.57,0.98,no,2,0,0
MOGAT1,NW_005054371.1:294248-316730,27,29,4.8,-0.1,0.1,0.92,1.00,no,2,0,0
GAD1,NW_005054298.1:18197331-18223335,30,14,4.5,1.0,1.0,0.05,0.61,no,2,1,0
JMJD7,NW_005054312.1:856110-865733,47,55,5.7,-0.2,0.2,0.65,0.98,no,2,0,0
LOC115949449,NW_005062135.1:1-939,16,21,4.2,-0.3,0.3,0.63,0.98,no,2,0,0
LOC102033179,NW_005054481.1:3908-11687,112,34,6.2,1.7,1.7,0.00,0.05,yes,2,1,1
RCC1,NW_005054436.1:77634-86439,7578,12366,13.3,-0.7,0.7,0.02,0.42,no,2,0,0
EMP2,NW_005054319.1:7459788-7466121,57,39,5.6,0.5,0.5,0.27,0.89,no,2,0,0
LOC102033968,NW_005054491.1:264661-268516,14,38,4.7,-1.4,1.4,0.00,0.24,no,2,1,0
LOC102040127,NW_005054518.1:87628-94651,8,12,3.3,-0.4,0.4,0.65,0.98,no,1,0,0
HJV,NW_005054618.1:37511-40023,3,7,2.3,-1.3,1.3,0.04,0.57,no,0,1,0
LOC102044609,NW_005054298.1:7589208-7608038,10106,3164,12.7,1.7,1.7,0.01,0.39,no,2,1,0
TDO2,NW_005054297.1:28357133-28373604,9,7,3.0,0.3,0.3,0.66,0.98,no,0,0,0
LOC102037391,NW_005054387.1:1569840-1590618,5,14,3.2,-1.4,1.4,0.01,0.37,no,1,1,0
EIF2AK2,NW_005054299.1:17312873-17334110,6811,2626,12.2,1.4,1.4,0.00,0.23,no,2,1,0
IRF6,NW_005054566.1:38134-42064,16,48,5.0,-1.6,1.6,0.05,0.61,no,2,1,0
UBXN10,NW_005054473.1:390831-393833,3,5,2.0,-0.6,0.6,0.36,0.93,no,0,0,0
WDR78,NW_005054555.1:388770-402524,3,8,2.5,-1.3,1.3,0.04,0.55,no,0,1,0
SEMA4G,NW_005054300.1:5114776-5123394,6,3,2.2,1.1,1.1,0.21,0.84,no,0,1,0
SPATS2L,NW_005054298.1:25321682-25379400,866,154,9.0,2.5,2.5,0.00,0.00,yes,2,1,1
EEPD1,NW_005054497.1:642293-706665,101,104,6.7,0.0,0.0,0.90,1.00,no,2,0,0
LOC102037794,NW_005054447.1:1693815-1694522,2,5,1.8,-1.2,1.2,0.16,0.81,no,0,1,0
PPP2R3A,NW_005054380.1:233446-283157,10,7,3.1,0.4,0.4,0.31,0.91,no,1,0,0
PPM1K,NW_005054304.1:1369580-1381321,41,45,5.4,-0.1,0.1,0.83,0.99,no,2,0,0
LOC102041907,NW_005054334.1:5391204-5395345,127,37,6.4,1.8,1.8,0.00,0.18,no,2,1,0
LOC102044558,NW_005054314.1:5108781-5113120,94,47,6.1,1.0,1.0,0.02,0.42,no,2,1,0
PLOD2,NW_005054465.1:157604-206598,75,22,5.6,1.8,1.8,0.00,0.23,no,2,1,0
TPGS2,NW_005054378.1:475583-492439,147,51,6.6,1.5,1.5,0.00,0.14,no,2,1,0
LOC115949267,NW_005055302.1:7473-9215,11,21,4.0,-0.9,0.9,0.04,0.57,no,2,0,0
EBF1,NW_005054308.1:8459870-8716596,19,28,4.6,-0.6,0.6,0.38,0.94,no,2,0,0
DBN1,NW_005054308.1:9303972-9317549,11,22,4.0,-1.0,1.0,0.01,0.40,no,2,0,0
ESD,NW_005054322.1:3718139-3728747,168,251,7.7,-0.6,0.6,0.09,0.71,no,2,0,0
PI16,NW_005054472.1:1204486-1212619,4,4,2.0,0.0,0.0,0.96,1.00,no,0,0,0
IL13RA1,NW_005054314.1:560647-576357,102,30,6.0,1.8,1.8,0.00,0.10,no,2,1,0
COLEC12,NW_005054305.1:1486099-1570995,113,21,6.1,2.4,2.4,0.00,0.05,yes,2,1,1
LOC102039264,NW_005054414.1:1580536-1617824,32,29,4.9,0.1,0.1,0.83,0.99,no,2,0,0
TCAIM,NW_005054351.1:4716508-4735826,20,12,4.0,0.7,0.7,0.19,0.83,no,2,0,0
PPP3CC,NW_005054703.1:11468-36554,100,365,7.9,-1.9,1.9,0.00,0.23,no,2,1,0
FAM13A,NW_005054304.1:6943460-7060781,150,117,7.1,0.4,0.4,0.45,0.95,no,2,0,0
PTPN22,NW_005054545.1:243743-258633,146,102,7.0,0.5,0.5,0.07,0.65,no,2,0,0
LOC115948218,NW_005054362.1:2710364-2714662,16,4,3.3,1.8,1.8,0.01,0.38,no,1,1,0
PPP1R26,NW_005054329.1:2740872-2747074,78,422,8.0,-2.4,2.4,0.00,0.00,yes,2,1,1
LOC115948418,NW_005054393.1:688615-715096,2,4,1.6,-0.6,0.6,0.40,0.94,no,0,0,0
RUSC1,NW_005054582.1:270291-277325,20,11,4.0,0.9,0.9,0.15,0.80,no,2,0,0
DDX11,NW_005054326.1:1275547-1294650,328,155,7.9,1.1,1.1,0.13,0.78,no,2,1,0
DBT,NW_005054336.1:5194883-5204007,19,17,4.2,0.2,0.2,0.77,0.99,no,2,0,0
LOC102034966,NW_005054444.1:850429-892873,6,11,3.1,-0.8,0.8,0.27,0.89,no,1,0,0
MATN3,NW_005054318.1:1647737-1661970,59,111,6.4,-0.9,0.9,0.04,0.56,no,2,0,0
NEU4,NW_005054380.1:1910581-1915979,4,12,3.0,-1.6,1.6,0.01,0.38,no,1,1,0
CENPE,NW_005054304.1:15347045-15385542,50,13,5.0,1.9,1.9,0.00,0.18,no,2,1,0
LOC102036302,NW_005054331.1:6658954-6660650,20,39,4.9,-1.0,1.0,0.02,0.46,no,2,0,0
RAPGEF5,NW_005054333.1:5325784-5481388,24,12,4.2,1.0,1.0,0.11,0.76,no,2,1,0
LOC115948039,NW_005054343.1:3925334-3926310,13,29,4.4,-1.2,1.2,0.01,0.31,no,2,1,0
LOC102040095,NW_005054326.1:4942487-4958288,2918,1139,11.0,1.4,1.4,0.00,0.09,no,2,1,0
LOC102035537,NW_005054478.1:537574-539964,13,24,4.2,-0.9,0.9,0.10,0.72,no,2,0,0
PKIG,NW_005054337.1:4006337-4019554,14,13,3.8,0.1,0.1,0.82,0.99,no,2,0,0
TET3,NW_005054902.1:15306-24647,25,46,5.1,-0.9,0.9,0.04,0.56,no,2,0,0
LOC115949153,NW_005054818.1:28722-39538,100,147,6.9,-0.6,0.6,0.07,0.66,no,2,0,0
LOC115949382,NW_005057261.1:1845-2035,10,22,4.0,-1.1,1.1,0.11,0.76,no,2,1,0
FAAP20,NW_005054449.1:648582-651148,12,11,3.5,0.1,0.1,0.86,1.00,no,2,0,0
XDH,NW_005054434.1:300232-349430,133,26,6.3,2.4,2.4,0.00,0.17,no,2,1,0
LOC102031884,NW_005054337.1:4383153-4386839,7,14,3.4,-1.1,1.1,0.07,0.66,no,1,1,0
P4HA1,NW_005054594.1:447022-468773,143,204,7.4,-0.5,0.5,0.12,0.77,no,2,0,0
LOC102038688,NW_005054438.1:1733049-1767552,975,393,9.4,1.3,1.3,0.03,0.51,no,2,1,0
SLC25A29,NW_005054303.1:4905868-4913488,86,54,6.1,0.7,0.7,0.15,0.80,no,2,0,0
LOC106631813,NW_005054323.1:2895618-2902793,16,19,4.1,-0.2,0.2,0.65,0.98,no,2,0,0
CAVIN2,NW_005054298.1:28157154-28193574,111,67,6.5,0.7,0.7,0.04,0.58,no,2,0,0
LOC102031481,NW_005054761.1:78627-79509,31,26,4.8,0.2,0.2,0.65,0.98,no,2,0,0
CD82,NW_005054312.1:4375147-4415160,911,648,9.6,0.5,0.5,0.31,0.91,no,2,0,0
CFH,NW_005054357.1:2420524-2449154,99,21,5.9,2.2,2.2,0.01,0.28,no,2,1,0
TRIM47,NW_005054370.1:2235104-2256580,5616,1667,11.8,1.8,1.8,0.00,0.01,yes,2,1,1
LHX8,NW_005054529.1:117649-127063,25,32,4.8,-0.4,0.4,0.37,0.93,no,2,0,0
LOC115949171,NW_005054902.1:7942-13214,40,44,5.4,-0.1,0.1,0.75,0.99,no,2,0,0
LOC115949297,NW_005055486.1:4248-4400,3112,2176,11.4,0.5,0.5,0.43,0.95,no,2,0,0
SOX5,NW_005054482.1:529047-803578,58,52,5.8,0.2,0.2,0.79,0.99,no,2,0,0
GALR3,NW_005054334.1:3173404-3176824,42,70,5.8,-0.7,0.7,0.04,0.55,no,2,0,0
TRIM25,NW_005054395.1:1528427-1536858,6184,2056,12.0,1.6,1.6,0.00,0.09,no,2,1,0
MTTP,NW_005054304.1:16356244-16383230,255,153,7.7,0.7,0.7,0.13,0.77,no,2,0,0
TRNAR-CCU,NW_005054334.1:5445952-5446024,17,24,4.4,-0.5,0.5,0.29,0.90,no,2,0,0
RNF135,NW_005054395.1:1963543-1969673,1103,429,9.6,1.4,1.4,0.00,0.15,no,2,1,0
LOC115948115,NW_005054347.1:2917608-2917722,12,9,3.4,0.3,0.3,0.66,0.98,no,1,0,0
LOC102032987,NW_005054304.1:12006743-12009475,55,27,5.4,1.0,1.0,0.07,0.65,no,2,1,0
AGTR2,NW_005054314.1:129001-132293,239,132,7.5,0.9,0.9,0.11,0.75,no,2,0,0
LOC102034601,NW_005054739.1:100701-101648,3,2,1.3,0.3,0.3,0.71,0.98,no,0,0,0
KCNJ5,NW_005054459.1:774338-794303,36,78,5.8,-1.1,1.1,0.01,0.36,no,2,1,0
LOC106632010,NW_005054512.1:154127-155077,166,65,6.9,1.3,1.3,0.02,0.42,no,2,1,0
PGA3,NW_005054416.1:2428601-2433067,35,39,5.2,-0.2,0.2,0.68,0.98,no,2,0,0
TSTD3,NW_005054305.1:14186756-14189100,176,164,7.4,0.1,0.1,0.79,0.99,no,2,0,0
ANPEP,NW_005054366.1:3516936-3525219,53,54,5.7,0.0,0.0,0.96,1.00,no,2,0,0
POMGNT2,NW_005054361.1:4222522-4233361,214,464,8.4,-1.1,1.1,0.02,0.47,no,2,1,0
LOC115949341,NW_005054301.1:5355581-5457708,3,4,1.8,-0.5,0.5,0.53,0.97,no,0,0,0
LOC102037713,NW_005054326.1:2448662-2471963,4828,1477,11.6,1.7,1.7,0.00,0.03,yes,2,1,1
TRNAQ-UUG,NW_005054370.1:557543-557614,12,6,3.2,0.9,0.9,0.11,0.76,no,1,0,0
GM2A,NW_005054308.1:6231795-6243140,1133,690,9.8,0.7,0.7,0.11,0.75,no,2,0,0
LOC115948593,NW_005054438.1:141883-175653,46,33,5.3,0.5,0.5,0.25,0.87,no,2,0,0
PP2D1,NW_005054333.1:108563-121788,42,13,4.8,1.7,1.7,0.00,0.10,no,2,1,0
LOC115948698,NW_005054478.1:465559-466166,34561,29446,15.0,0.2,0.2,0.54,0.97,no,2,0,0
GDPD5,NW_005054530.1:14943-42099,92,61,6.3,0.6,0.6,0.14,0.78,no,2,0,0
LOC115949256,NW_005055274.1:2326-10155,4,5,2.2,-0.6,0.6,0.37,0.93,no,0,0,0
NMNAT1,NW_005054450.1:1124244-1130408,73,96,6.4,-0.4,0.4,0.29,0.90,no,2,0,0
LOC115948454,NW_005054401.1:826815-836303,62,50,5.8,0.3,0.3,0.44,0.95,no,2,0,0
ENOPH1,NW_005054304.1:4730753-4739179,550,441,9.0,0.3,0.3,0.46,0.96,no,2,0,0
LOC102042536,NW_005054493.1:598603-606245,143,72,6.7,1.0,1.0,0.02,0.47,no,2,0,0
NAB2,NW_005054685.1:103191-108768,13,15,3.8,-0.2,0.2,0.74,0.99,no,2,0,0
LOC115948084,NW_005054346.1:2594995-2598127,3,6,2.2,-1.1,1.1,0.17,0.81,no,0,1,0
PKD2L1,NW_005054300.1:10751633-10767569,56,64,5.9,-0.2,0.2,0.73,0.98,no,2,0,0
GRP,NW_005054590.1:511932-516936,7,4,2.5,0.8,0.8,0.25,0.87,no,0,0,0
LOC102043069,NW_005054339.1:604555-627744,10,12,3.5,-0.2,0.2,0.73,0.98,no,2,0,0
LOC102044823,NW_005054480.1:1297301-1298586,866,486,9.4,0.8,0.8,0.21,0.85,no,2,0,0
LOC102043268,NW_005054678.1:23283-56959,208,268,7.9,-0.4,0.4,0.45,0.95,no,2,0,0
LOC102042620,NW_005054314.1:4257683-4347516,48,18,5.0,1.4,1.4,0.00,0.25,no,2,1,0
RYBP,NW_005054317.1:1061969-1098850,22,66,5.5,-1.6,1.6,0.00,0.20,no,2,1,0
CD99L2,NW_005054314.1:4755234-4767212,28,53,5.3,-0.9,0.9,0.04,0.59,no,2,0,0
DHH,NW_005054605.1:286373-292394,20,38,4.9,-0.9,0.9,0.03,0.48,no,2,0,0
LRRC59,NW_005054370.1:3162464-3166163,219,257,7.9,-0.2,0.2,0.62,0.98,no,2,0,0
HOXA4,NW_005054333.1:3434990-3442793,29,20,4.6,0.5,0.5,0.41,0.94,no,2,0,0
LOC102044710,NW_005054589.1:226160-227095,7,7,2.8,0.0,0.0,0.97,1.00,no,0,0,0
ENPP5,NW_005054659.1:76492-87287,356,219,8.2,0.7,0.7,0.07,0.66,no,2,0,0
PARD3,NW_005054360.1:3969115-4366497,12,4,3.0,1.6,1.6,0.03,0.48,no,1,1,0
RGS3,NW_005054358.1:1202890-1265807,85,84,6.4,0.0,0.0,0.96,1.00,no,2,0,0
KCNH4,NW_005054559.1:681327-702335,22,42,5.0,-1.0,1.0,0.06,0.63,no,2,0,0
LOC102041503,NW_005054308.1:9361715-9363948,5,5,2.3,-0.3,0.3,0.73,0.99,no,0,0,0
RCC1L,NW_005054381.1:327520-342501,544,398,8.9,0.5,0.5,0.21,0.85,no,2,0,0
LOC102040732,NW_005054408.1:1696273-1716525,60,61,5.9,0.0,0.0,0.95,1.00,no,2,0,0
SGCB,NW_005054297.1:12865231-12871034,1141,809,9.9,0.5,0.5,0.05,0.60,no,2,0,0
DNAJC15,NW_005054322.1:2135348-2157274,569,158,8.5,1.8,1.8,0.00,0.00,yes,2,1,1
WDFY4,NW_005054300.1:9809194-9917574,495,464,8.9,0.1,0.1,0.89,1.00,no,2,0,0
ATM,NW_005054302.1:4955540-5013465,662,287,8.9,1.2,1.2,0.00,0.24,no,2,1,0
ZNF462,NW_005054468.1:602850-690974,30,32,5.0,-0.1,0.1,0.75,0.99,no,2,0,0
RHPN2,NW_005054748.1:15196-38370,16,11,3.8,0.5,0.5,0.48,0.96,no,2,0,0
NANP,NW_005054299.1:17331096-17339088,3274,1850,11.3,0.8,0.8,0.00,0.23,no,2,0,0
FLT3,NW_005054302.1:771003-804224,95,110,6.7,-0.2,0.2,0.71,0.98,no,2,0,0
LOC102036883,NW_005054356.1:2567082-2588237,99,93,6.6,0.1,0.1,0.90,1.00,no,2,0,0
SNX10,NW_005054333.1:3830184-3849916,669,256,8.9,1.4,1.4,0.00,0.15,no,2,1,0
RBPMS,NW_005054536.1:720710-731915,3,7,2.3,-1.4,1.4,0.03,0.51,no,0,1,0
DOK5,NW_005054356.1:2687775-2708516,36,24,4.9,0.5,0.5,0.30,0.90,no,2,0,0
ECHDC3,NW_005054409.1:193733-199119,147,198,7.4,-0.4,0.4,0.16,0.80,no,2,0,0
OTUD3,NW_005054473.1:355210-366878,1162,1473,10.4,-0.3,0.3,0.25,0.87,no,2,0,0
CCDC166,NW_005054699.1:12944-14767,20,26,4.5,-0.4,0.4,0.57,0.98,no,2,0,0
BAK1,NW_005054512.1:681550-686868,42,24,5.0,0.8,0.8,0.14,0.78,no,2,0,0
SOX30,NW_005054308.1:8085042-8092765,34,20,4.8,0.8,0.8,0.13,0.77,no,2,0,0
POU2AF1,NW_005054449.1:106432-128542,64,67,6.0,-0.1,0.1,0.91,1.00,no,2,0,0
ASPG,NW_005054303.1:7185053-7209929,30,20,4.6,0.5,0.5,0.34,0.92,no,2,0,0
CHRNA10,NW_005054454.1:23910-25229,120,224,7.4,-0.9,0.9,0.13,0.78,no,2,0,0
LIPT2,NW_005054627.1:259930-261021,24,28,4.7,-0.2,0.2,0.58,0.98,no,2,0,0
FBXW4,NW_005054300.1:5495840-5562935,307,447,8.6,-0.5,0.5,0.06,0.64,no,2,0,0
LOC102033675,NW_005054373.1:1282764-1300076,3,3,1.6,-0.3,0.3,0.65,0.98,no,0,0,0
LOC102043168,NW_005055586.1:1622-8212,38,12,4.6,1.6,1.6,0.02,0.44,no,2,1,0
CFD,NW_005054491.1:600886-602906,690,406,9.1,0.8,0.8,0.12,0.76,no,2,0,0
ICA1,NW_005054307.1:4638246-4695036,15,9,3.6,0.7,0.7,0.24,0.87,no,1,0,0
ZNFX1,NW_005054337.1:3424710-3437051,15426,8544,13.5,0.9,0.9,0.04,0.57,no,2,0,0
TMEM275,NW_005054347.1:4109167-4113924,11,13,3.6,-0.2,0.2,0.81,0.99,no,2,0,0
LOC102038204,NW_005054699.1:1288-2805,72,47,5.9,0.6,0.6,0.10,0.72,no,2,0,0
FAXC,NW_005054305.1:14053313-14080558,25,17,4.4,0.5,0.5,0.33,0.91,no,2,0,0
LOC102037238,NW_005054600.1:245645-246186,870,1100,9.9,-0.3,0.3,0.30,0.90,no,2,0,0
LOC102043273,NW_005054898.1:5760-44323,2252,1019,10.7,1.1,1.1,0.13,0.77,no,2,1,0
LOC115949436,NW_005060679.1:42-926,349,175,8.0,1.0,1.0,0.05,0.60,no,2,0,0
ADAMTS10,NW_005054551.1:124923-206200,13,10,3.5,0.4,0.4,0.49,0.96,no,2,0,0
ZNF770,NW_005054301.1:12471119-12475327,34,23,4.8,0.6,0.6,0.21,0.84,no,2,0,0
REEP4,NW_005054703.1:170202-176688,24,37,4.9,-0.6,0.6,0.14,0.79,no,2,0,0
LOC102036781,NW_005054573.1:13372-32958,66,52,5.9,0.3,0.3,0.47,0.96,no,2,0,0
DPH1,NW_005054387.1:2264445-2289995,13,10,3.5,0.3,0.3,0.61,0.98,no,2,0,0
GDF1,NW_005054662.1:252822-257008,29,14,4.4,1.0,1.0,0.11,0.75,no,2,1,0
NEK2,NW_005054299.1:4391664-4399538,226,187,7.7,0.3,0.3,0.58,0.98,no,2,0,0
