Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg fIFOR,avg fUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
2885,-8.1,DSCC1,mRNA,NW_005054321.1:3783197-3797161,-,-,244,309,8.11113567,-0.342,0.342,0.655748856,1,no,2,0,0
8996,-63.1,LOC115949082,mRNA,NW_005054744.1:79786-87655,+,+,748,1212,9.936637939,-0.696,0.696,0.280503834,0.996428437,no,2,0,0
2064,-75.8,COL6A6,mRNA,NW_005054361.1:3722687-3766254,-,-,17,17,4.087462841,0.024,0.024,0.983569169,1,no,2,0,0
4354,-81.1,GYPC,mRNA,NW_005054298.1:12131524-12164843,+,-,2,24,3.700439718,-3.365,3.365,0.002149287,0.335902866,no,1,1,0
6577,-68.2,LOC102038583,mRNA,NW_005054392.1:2539531-2550310,+,-,167,62,6.839203788,1.436,1.436,0.076845541,0.807095646,no,2,1,0
3670,-34.4,FKBP6,mRNA,NW_005054381.1:3201312-3223525,+,-,6,39,4.491853096,-2.669,2.669,0.029039273,0.636987891,no,1,1,0
457,80.7,ANGPTL4,mRNA,NW_005054441.1:1270916-1301918,+,-,53,5,4.857980995,3.335,3.335,2.29749E-07,0.000860011,yes,1,1,1
5608,62.8,LOC102032244,mRNA,NW_005054532.1:778737-780769,-,-,4,4,2,-0.07,0.07,0.946372667,1,no,0,0,0
8725,-44.8,LOC115948716,lnc_RNA,NW_005054485.1:1030476-1034590,+,-,3,6,2.169925001,-0.976,0.976,0.409009689,1,no,0,0,0
6269,-6.7,LOC102036614,mRNA,NW_005054573.1:634-9829,+,-,14,14,3.807354922,-0.006,0.006,0.996836884,1,no,2,0,0
1634,-2.383,CDKN3,mRNA,NW_005054303.1:13699566-13732085,-,-,4,5,2.169925001,-0.44,0.44,0.774424709,1,no,0,0,0
11580,20.1,PLPPR3,mRNA,NW_005054491.1:593087-597772,-,-,28,45,5.189824559,-0.666,0.666,0.253764752,0.986461213,no,2,0,0
8560,147.6,LOC115948513,lnc_RNA,NW_005054416.1:1228116-1230547,+,-,1,9,2.321928095,-3.261,3.261,0.003194854,0.3615693,no,0,1,0
11203,-97.5,PDE1A,mRNA,NW_005054298.1:22342813-22499847,-,-,22,11,4.044394119,1.08,1.08,0.162036375,0.940135406,no,2,1,0
12970,25.5,SELENBP1,mRNA,NW_005054778.1:62178-67904,+,-,3,3,1.584962501,-0.272,0.272,0.752011236,1,no,0,0,0
6603,163.4,LOC102038749,mRNA,NW_005054387.1:1682926-1690155,-,-,72,23,5.569855608,1.67,1.67,0.06793165,0.785432139,no,2,1,0
6479,-54.5,LOC102038003,mRNA,NW_005054378.1:433740-439109,+,-,10,4,2.807354922,1.489,1.489,0.244108429,0.985124273,no,1,1,0
3565,50.6,FBXO5,mRNA,NW_005054316.1:8571912-8575970,+,-,19,14,4.044394119,0.374,0.374,0.556162023,1,no,2,0,0
13834,169.5,SRPX,mRNA,NW_005054374.1:1899993-1918997,-,-,7,10,3.087462841,-0.473,0.473,0.732456873,1,no,1,0,0
3876,65.5,GALR2,mRNA,NW_005054370.1:2127973-2130555,-,-,39,35,5.209453366,0.14,0.14,0.840393589,1,no,2,0,0
7197,108,LOC102042665,mRNA,NW_005054730.1:69634-70652,-,-,3,0,0.584962501,3.215,3.215,0.033336767,0.663451227,no,0,1,0
282,-43.9,AFMID,mRNA,NW_005054578.1:347836-349576,+,-,5,6,2.459431619,-0.381,0.381,0.694191822,1,no,0,0,0
10283,72,MYBPC3,mRNA,NW_005054312.1:3225744-3286834,-,-,27,56,5.375039431,-1.033,1.033,0.329290355,1,no,2,1,0
13674,36.2,SOD1,mRNA,NW_005054530.1:700390-704551,-,-,1886,1901,10.88683971,-0.012,0.012,0.98474611,1,no,2,0,0
5524,41.8,LOC102031613,mRNA,NW_005054343.1:3619996-3621978,-,-,7,3,2.321928095,1.115,1.115,0.407569074,1,no,0,1,0
3954,-81.9,GEM,mRNA,NW_005054344.1:4572928-4581784,-,-,45,91,6.087462841,-1.017,1.017,0.37333418,1,no,2,1,0
9783,-18.1,MCOLN2,mRNA,NW_005054336.1:673509-688568,-,-,27,248,7.103287808,-3.191,3.191,5.01826E-08,0.000658797,yes,2,1,1
4053,39.4,GLT1D1,mRNA,NW_005054362.1:858482-888623,-,-,3,10,2.700439718,-1.975,1.975,0.049177346,0.726694027,no,1,1,0
6969,160.7,LOC102040923,pseudogene,NW_005054772.1:88125-88461,+,-,27,29,4.807354922,-0.09,0.09,0.93797866,1,no,2,0,0
1721,-82.6,CERS6,mRNA,NW_005054298.1:17405381-17487668,+,-,14,5,3.247927513,1.652,1.652,0.203760121,0.963526174,no,1,1,0
8728,-2.2,LOC115948719,lnc_RNA,NW_005054487.1:434335-439567,+,-,112,72,6.523561956,0.631,0.631,0.16205439,0.940135406,no,2,0,0
4693,5.8,IDNK,mRNA,NW_005054323.1:697137-703405,-,-,151,119,7.076815597,0.347,0.347,0.478604331,1,no,2,0,0
12012,-9.6,PTN,mRNA,NW_005054557.1:584371-609327,-,-,172,29,6.651051691,2.557,2.557,0.00037245,0.174625958,no,2,1,0
8867,-24.7,LOC115948891,lnc_RNA,NW_005054596.1:209000-210702,-,-,159,184,7.422064766,-0.21,0.21,0.766210152,1,no,2,0,0
2918,57.9,DUSP15,mRNA,NW_005054337.1:2548585-2559661,-,-,92,280,7.539158811,-1.596,1.596,0.076572291,0.807095646,no,2,1,0
8672,-14.6,LOC115948647,mRNA,NW_005054458.1:659307-666707,+,-,20,37,4.832890014,-0.841,0.841,0.128695355,0.895129755,no,2,0,0
1404,19.8,CCDC15,mRNA,NW_005054541.1:332766-346784,-,-,34,285,7.317412614,-3.095,3.095,1.5949E-07,0.000860011,yes,2,1,1
7763,14.8,LOC106631992,mRNA,NW_005054480.1:1290427-1292291,-,-,19,34,4.727920455,-0.825,0.825,0.486644977,1,no,2,0,0
13733,4.4,SPATA5L1,mRNA,NW_005054313.1:3330479-3338330,-,-,152,277,7.744833837,-0.865,0.865,0.201073787,0.962051284,no,2,0,0
13266,-177.2,SLC22A18,mRNA,NW_005054437.1:888975-948495,-,-,15,20,4.129283017,-0.429,0.429,0.699771154,1,no,2,0,0
5983,-31.2,LOC102034661,lnc_RNA,NW_005054302.1:10355593-10357141,+,-,1,1,0,0.159,0.159,0.929279301,1,no,0,0,0
2592,-17.8,DDX58,mRNA,NW_005054379.1:436364-457001,+,-,495,463,8.903881846,0.096,0.096,0.88488991,1,no,2,0,0
8726,4.6,LOC115948717,lnc_RNA,NW_005054487.1:428337-430256,+,-,31,46,5.266786541,-0.578,0.578,0.174240222,0.943268302,no,2,0,0
6774,17.5,LOC102039809,lnc_RNA,NW_005054322.1:2731977-2738382,-,-,1,10,2.459431619,-3.041,3.041,0.002289114,0.340511762,no,1,1,0
672,-102.8,ARHGEF38,mRNA,NW_005054304.1:14720945-14757423,-,-,20,9,3.857980995,1.118,1.118,0.225745317,0.97227033,no,1,1,0
6923,-155,LOC102040639,mRNA,NW_005054594.1:11265-24765,+,-,124,157,7.13442632,-0.338,0.338,0.778188494,1,no,2,0,0
9983,-51,MKS1,mRNA,NW_005054381.1:124671-138381,-,-,24,174,6.62935662,-2.854,2.854,0.000105778,0.081685784,no,2,1,0
4581,30,HPCAL4,mRNA,NW_005054436.1:1329598-1331937,+,-,10,10,3.321928095,0.021,0.021,0.981766815,1,no,2,0,0
12739,-9.7,RSAD2,mRNA,NW_005054318.1:8233265-8239893,-,-,8353,4579,12.65865779,0.867,0.867,0.313548818,1,no,2,0,0
2905,-27.5,DTX3L,mRNA,NW_005054298.1:7561545-7569389,+,-,9314,8890,13.15196787,0.067,0.067,0.931627138,1,no,2,0,0
1018,-40.1,BCL2L14,mRNA,NW_005054472.1:1369335-1376906,+,-,22,20,4.392317423,0.207,0.207,0.812365689,1,no,2,0,0
9435,-50.3,LPIN1,mRNA,NW_005054318.1:5630898-5666228,-,-,26,30,4.807354922,-0.175,0.175,0.836736983,1,no,2,0,0
11172,-88,PCSK1,mRNA,NW_005054468.1:15003-44190,-,-,2,0,0,2.851,2.851,0.059883875,0.774782974,no,0,1,0
3581,6.6,FDFT1,mRNA,NW_005054377.1:2316431-2328910,-,-,392,436,8.693486957,-0.155,0.155,0.772948553,1,no,2,0,0
4795,80,IL4I1,mRNA,NW_005054770.1:28414-37076,+,-,170,54,6.807354922,1.668,1.668,0.075163214,0.802667307,no,2,1,0
5217,-112.1,KIZ,mRNA,NW_005054341.1:5029296-5058163,-,-,11,20,3.95419631,-0.814,0.814,0.301872473,1,no,2,0,0
2650,31.1,DHCR7,mRNA,NW_005054402.1:1610452-1617641,+,-,28,44,5.169925001,-0.647,0.647,0.290315859,1,no,2,0,0
10000,-61.6,MLPH,mRNA,NW_005054507.1:137867-165287,+,-,8,15,3.523561956,-0.901,0.901,0.48734255,1,no,1,0,0
14512,3.6,TMEM132D,mRNA,NW_005054362.1:658945-844716,+,-,9,17,3.700439718,-0.906,0.906,0.264207068,0.987668376,no,1,0,0
10650,-30.9,NMI,mRNA,NW_005054298.1:14548-24390,+,-,1042,1682,10.41151099,-0.691,0.691,0.225493756,0.97227033,no,2,0,0
4208,8.6,GPR68,mRNA,NW_005054303.1:353395-369243,-,-,10,27,4.209453366,-1.498,1.498,0.089780261,0.840082153,no,2,1,0
5672,35,LOC102032705,mRNA,NW_005054311.1:7962138-7966660,+,-,130322,92834,16.76769307,0.489,0.489,0.618671141,1,no,2,0,0
6332,191.6,LOC102036983,mRNA,NW_005054329.1:6013679-6019205,-,-,450,59,7.991521846,2.935,2.935,0.002661833,0.344762277,no,2,1,0
6682,-11.9,LOC102039268,mRNA,NW_005054446.1:1360220-1365814,+,-,49,37,5.426264755,0.421,0.421,0.465974353,1,no,2,0,0
7694,19,LOC106631792,mRNA,NW_005054315.1:3581604-3588180,+,-,21,6,3.754887502,1.721,1.721,0.159854884,0.938644041,no,1,1,0
891,224.7,ATP6V1G3,mRNA,NW_005054357.1:1843167-1860656,+,-,23,5,3.807354922,2.174,2.174,0.024301687,0.611173457,no,1,1,0
9929,32.5,MGP,mRNA,NW_005054331.1:6517435-6523994,+,-,2,1,0.584962501,2.061,2.061,0.129022343,0.895719367,no,0,1,0
7738,-39.1,LOC106631921,lnc_RNA,NW_005054392.1:603830-626449,-,-,9,5,2.807354922,0.979,0.979,0.388983566,1,no,0,0,0
13081,-70.3,SFXN3,mRNA,NW_005054300.1:5146187-5150458,+,-,255,226,7.909893084,0.177,0.177,0.654420812,1,no,2,0,0
1025,-97.4,BCLAF3,mRNA,NW_005054403.1:163051-187269,+,-,8,22,3.906890596,-1.55,1.55,0.133261904,0.91006018,no,1,1,0
7736,9.9,LOC106631910,mRNA,NW_005054383.1:361524-374257,+,-,653,1614,10.14656868,-1.305,1.305,0.151109669,0.929165217,no,2,1,0
13836,-4.7,SRRD,mRNA,NW_005054330.1:438211-439550,+,-,30,222,6.977279923,-2.869,2.869,2.46314E-05,0.029396459,yes,2,1,1
11271,-11.8,PEBP1,mRNA,NW_005054330.1:5563954-5566771,+,-,2848,3965,11.73407449,-0.477,0.477,0.355073427,1,no,2,0,0
1960,-52.1,CMPK2,mRNA,NW_005054318.1:8245781-8250937,+,-,2144,1008,10.62205182,1.089,1.089,0.074406826,0.802521308,no,2,1,0
5191,-65,KIF21A,mRNA,NW_005054354.1:1019761-1134176,-,-,2,4,1.584962501,-0.759,0.759,0.462275619,1,no,0,0,0
10643,-70.6,NLRC5,mRNA,NW_005054343.1:4152568-4186069,-,-,344,1628,9.945443836,-2.243,2.243,0.007127898,0.475000239,no,2,1,0
12307,-4.9,RBM43,mRNA,NW_005054298.1:27566-30211,+,-,797,1275,10.01680829,-0.677,0.677,0.443899591,1,no,2,0,0
4153,10.9,GPHN,mRNA,NW_005054301.1:15489163-15685088,+,-,40,39,5.303780748,0.05,0.05,0.900765432,1,no,2,0,0
14318,-52.8,TEX12,mRNA,NW_005054447.1:131119-132359,+,-,2,3,1.321928095,-0.091,0.091,0.919770445,1,no,0,0,0
1542,-93.9,CD79B,mRNA,NW_005054839.1:35689-41824,+,-,269,1073,9.390168956,-1.997,1.997,0.039526004,0.696262542,no,2,1,0
2621,13,DEPDC1B,mRNA,NW_005054335.1:1037798-1056944,+,-,4,6,2.321928095,-0.648,0.648,0.393408727,1,no,0,0,0
6103,4.9,LOC102035602,mRNA,NW_005056053.1:6-3678,-,-,6,17,3.523561956,-1.608,1.608,0.103471017,0.864100017,no,1,1,0
7570,-226.7,LOC102044945,mRNA,NW_005054298.1:7691827-7722168,-,-,14,38,4.700439718,-1.448,1.448,0.235360548,0.976709745,no,2,1,0
10058,-40.1,MOV10,mRNA,NW_005054566.1:444422-451565,+,-,3758,3310,11.78708632,0.183,0.183,0.759551712,1,no,2,0,0
1733,-52.7,CFAP36,mRNA,NW_005054341.1:4011759-4023571,-,-,14,6,3.321928095,1.242,1.242,0.232994494,0.976709745,no,1,1,0
8009,50.6,LOC115947799,lnc_RNA,NW_005054317.1:6394759-6395405,+,-,232,122,7.46760555,0.926,0.926,0.050106231,0.730485123,no,2,0,0
7935,-7.6,LOC115947707,lnc_RNA,NW_005054310.1:6333046-6347190,-,-,1,4,1.321928095,-2.281,2.281,0.076852193,0.807095646,no,0,1,0
8795,-37.4,LOC115948803,mRNA,NW_005054530.1:784125-798510,+,-,15,28,4.426264755,-0.886,0.886,0.439063776,1,no,2,0,0
14984,-62.5,TRNAM-CAU,tRNA,NW_005054370.1:555458-555529,+,-,72,39,5.794415866,0.874,0.874,0.189290931,0.957014019,no,2,0,0
8670,-27.8,LOC115948645,lnc_RNA,NW_005054458.1:666837-672261,+,-,53,66,5.894817763,-0.317,0.317,0.508917005,1,no,2,0,0
15223,94.6,TYRO3,mRNA,NW_005054312.1:1055402-1091288,-,-,4,2,1.584962501,1.352,1.352,0.221026109,0.97227033,no,0,1,0
6604,-48.2,LOC102038751,mRNA,NW_005054392.1:2577242-2578243,+,-,57,27,5.392317423,1.097,1.097,0.132936059,0.9085285,no,2,1,0
1519,36.8,CD109,mRNA,NW_005054328.1:1023732-1094933,+,-,42,25,5.06608919,0.745,0.745,0.462173516,1,no,2,0,0
4197,103.8,GPR3,mRNA,NW_005054436.1:279175-286483,-,-,14,10,3.584962501,0.482,0.482,0.49322776,1,no,2,0,0
6905,0.1,LOC102040547,mRNA,NW_005054319.1:7104867-7176989,+,-,4,16,3.321928095,-1.904,1.904,0.09363021,0.845996286,no,1,1,0
15879,29.3,ZHX1,transcript,NW_005054321.1:5097558-5124609,-,-,132,122,6.988684687,0.116,0.116,0.791556112,1,no,2,0,0
1489,-83.4,CCNG1,mRNA,NW_005054308.1:501834-506829,-,-,326,470,8.636624621,-0.526,0.526,0.412993584,1,no,2,0,0
13732,-23.8,SPATA5,mRNA,NW_005054435.1:1175254-1335810,+,-,27,36,4.977279923,-0.406,0.406,0.673529364,1,no,2,0,0
14520,-27.9,TMEM14A,mRNA,NW_005054413.1:15132-22710,-,-,42,26,5.087462841,0.688,0.688,0.34200297,1,no,2,0,0
13618,-33,SNRNP40,mRNA,NW_005054428.1:1281617-1296753,-,-,1527,1168,10.39606956,0.387,0.387,0.504596217,1,no,2,0,0
4865,-19.4,INTS6,mRNA,NW_005054322.1:5471244-5508313,-,-,388,550,8.873444113,-0.5,0.5,0.348233561,1,no,2,0,0
11139,18.1,PCCB,mRNA,NW_005054380.1:179743-201436,-,-,83,282,7.511752654,-1.767,1.767,0.001101112,0.280547284,no,2,1,0
148,-89.6,ACTA2,mRNA,NW_005054300.1:9117806-9127918,+,-,72,74,6.189824559,-0.045,0.045,0.939018423,1,no,2,0,0
15028,86.4,TRNAS-UGA,tRNA,NW_005054488.1:1182840-1182921,+,-,16,19,4.129283017,-0.307,0.307,0.713961538,1,no,2,0,0
5150,126.8,KIAA0513,mRNA,NW_005054373.1:1488394-1504761,-,-,43,46,5.475733431,-0.07,0.07,0.931204036,1,no,2,0,0
1657,-95.1,CELSR2,mRNA,NW_005054425.1:36738-67127,-,-,33,47,5.321928095,-0.51,0.51,0.473859953,1,no,2,0,0
10290,50.4,MYCN,mRNA,NW_005054318.1:3841822-3845737,-,-,0,1,-1,-0.843,0.843,0.583973288,1,no,0,0,0
15229,-21.7,UACA,mRNA,NW_005054366.1:3128388-3150549,-,-,14,78,5.523561956,-2.457,2.457,0.000807107,0.267138878,no,2,1,0
5392,-23.1,LECT2,mRNA,NW_005054308.1:3713488-3717938,-,-,45,33,5.285402219,0.449,0.449,0.658525356,1,no,2,0,0
7365,-45.5,LOC102043715,mRNA,NW_005054298.1:7572039-7587062,+,-,5265,5668,12.41640171,-0.106,0.106,0.850378599,1,no,2,0,0
10931,-56.2,OLFML1,mRNA,NW_005054487.1:213007-218959,-,-,15,6,3.392317423,1.415,1.415,0.097687613,0.853235255,no,1,1,0
8979,73.9,LOC115949057,mRNA,NW_005054730.1:21117-23256,+,-,17,8,3.64385619,1.049,1.049,0.269700751,0.992827166,no,1,1,0
3300,-60.8,ETV7,mRNA,NW_005054472.1:1357832-1367144,+,-,190,293,7.915879379,-0.621,0.621,0.386233187,1,no,2,0,0
5808,-122.1,LOC102033548,mRNA,NW_005054341.1:4111657-4112628,-,-,46,32,5.285402219,0.511,0.511,0.504007522,1,no,2,0,0
7836,-18.8,LOC106632178,mRNA,NW_005056036.1:483-4687,+,-,3,4,1.807354922,-0.272,0.272,0.775477503,1,no,0,0,0
13110,-41.9,SH2D4A,mRNA,NW_005054304.1:12023642-12033848,+,-,9,8,3.087462841,0.162,0.162,0.864484161,1,no,0,0,0
1001,8.7,BCAR1,mRNA,NW_005054343.1:2735812-2741666,+,-,67,57,5.95419631,0.219,0.219,0.584710665,1,no,2,0,0
1325,-6,CARHSP1,mRNA,NW_005054319.1:8274133-8310026,+,-,208,360,8.14974712,-0.793,0.793,0.2739507,0.994861629,no,2,0,0
13778,-43.4,SPR,mRNA,NW_005054655.1:265742-267290,-,-,15,95,5.781359714,-2.67,2.67,0.004799328,0.403231254,no,2,1,0
5433,52.8,LIMA1,mRNA,NW_005054600.1:205889-225876,+,-,3,8,2.459431619,-1.175,1.175,0.191550457,0.957014019,no,0,1,0
15961,-20.7,ZNF704,mRNA,NW_005054423.1:325921-395615,+,-,72,65,6.098032083,0.138,0.138,0.643070774,1,no,2,0,0
4432,40.8,HECW2,mRNA,NW_005054298.1:26633170-26747439,+,-,7,3,2.321928095,1.172,1.172,0.377955941,1,no,0,1,0
13585,-29.6,SMTNL2,mRNA,NW_005054368.1:7181-25979,+,-,25,33,4.857980995,-0.349,0.349,0.572041374,1,no,2,0,0
13903,-63.3,STAMBPL1,mRNA,NW_005054300.1:9128336-9150141,-,-,41,92,6.055282436,-1.17,1.17,0.142498445,0.916092916,no,2,1,0
11657,7.9,POLQ,mRNA,NW_005054320.1:6394572-6443540,-,-,105,319,7.727920455,-1.602,1.602,0.102060995,0.858654823,no,2,1,0
5743,-20.8,LOC102033114,mRNA,NW_005054347.1:3936635-3943828,-,-,30,103,6.055282436,-1.808,1.808,0.019654757,0.598528436,no,2,1,0
14472,-77.4,TMCC3,mRNA,NW_005054331.1:3653740-3785987,-,-,40,119,6.312882955,-1.574,1.574,0.063987516,0.779321352,no,2,1,0
9489,65.5,LRRC3C,mRNA,NW_005054625.1:281896-284488,-,-,148,68,6.754887502,1.117,1.117,0.193361436,0.957336805,no,2,1,0
6113,129.9,LOC102035702,mRNA,NW_005054416.1:2125752-2131389,+,-,6,26,4,-2.155,2.155,0.022639649,0.603766843,no,1,1,0
2858,-198.5,DPY19L3,mRNA,NW_005054408.1:262171-296249,-,-,2380,950,10.70130646,1.325,1.325,0.050827016,0.73164152,no,2,1,0
7328,1.5,LOC102043467,mRNA,NW_005054331.1:6611731-6612161,-,-,25,16,4.357552005,0.618,0.618,0.4128597,1,no,2,0,0
3025,28.9,EFHB,mRNA,NW_005054333.1:144025-159262,+,-,22,83,5.714245518,-1.963,1.963,0.00541206,0.424160585,no,2,1,0
15790,-34.9,ZBTB46,mRNA,NW_005054337.1:1971786-2019196,+,-,79,74,6.257387843,0.092,0.092,0.84844335,1,no,2,0,0
11169,-200.4,PCNX4,mRNA,NW_005054303.1:11451977-11467987,-,-,99,102,6.651051691,-0.052,0.052,0.950766055,1,no,2,0,0
583,-64.6,APMAP,mRNA,NW_005054405.1:12629-22863,+,-,46,61,5.741466986,-0.405,0.405,0.547719944,1,no,2,0,0
6855,-94.1,LOC102040271,mRNA,NW_005054349.1:4157667-4321214,-,-,15,21,4.169925001,-0.508,0.508,0.557264254,1,no,2,0,0
14536,-52.6,TMEM170B,mRNA,NW_005054376.1:3368544-3388384,+,-,29,19,4.584962501,0.568,0.568,0.406147803,1,no,2,0,0
5877,-118.9,LOC102034077,mRNA,NW_005054485.1:4337-9282,-,-,11,13,3.584962501,-0.185,0.185,0.841216776,1,no,2,0,0
12482,-7.6,RIMBP2,mRNA,NW_005054362.1:455107-511505,+,-,7,23,3.906890596,-1.642,1.642,0.144996369,0.918092984,no,1,1,0
5895,21.8,LOC102034174,mRNA,NW_005054341.1:4570913-4573569,-,-,85,53,6.108524457,0.675,0.675,0.352074384,1,no,2,0,0
2721,87.7,DLGAP3,mRNA,NW_005054478.1:577034-588523,+,-,37,21,4.857980995,0.769,0.769,0.231723808,0.976709745,no,2,0,0
7075,-34.7,LOC102041691,mRNA,NW_005054388.1:627480-631020,-,-,4,2,1.584962501,1.178,1.178,0.318105375,1,no,0,1,0
977,-106.5,BANK1,mRNA,NW_005054304.1:15676791-15809361,-,-,172,634,8.654636029,-1.885,1.885,0.012449187,0.542409916,no,2,1,0
2614,-29.4,DENND4C,mRNA,NW_005054323.1:3985369-4044892,-,-,54,67,5.918863237,-0.309,0.309,0.520162727,1,no,2,0,0
8163,18.5,LOC115947994,lnc_RNA,NW_005054337.1:1120650-1137336,-,-,42,21,4.977279923,0.998,0.998,0.016569239,0.587268532,no,2,0,0
11477,20.1,PKIB,mRNA,NW_005054306.1:9024085-9078201,+,-,5,2,1.807354922,1.298,1.298,0.301841043,1,no,0,1,0
5907,72.8,LOC102034253,mRNA,NW_005054641.1:218577-219395,+,-,247,83,7.366322214,1.58,1.58,0.040172863,0.696262542,no,2,1,0
2676,-39.7,DHX58,mRNA,NW_005054559.1:720231-724557,+,-,1444,1680,10.60917874,-0.219,0.219,0.7417187,1,no,2,0,0
11461,-5.4,PITRM1,mRNA,NW_005054422.1:1708471-1735655,-,-,2290,2192,11.12992693,0.063,0.063,0.937140111,1,no,2,0,0
7492,25.2,LOC102044509,mRNA,NW_005054309.1:3348608-3358113,-,-,8,18,3.700439718,-1.285,1.285,0.046770179,0.721356519,no,1,1,0
8514,-116.6,LOC115948453,lnc_RNA,NW_005054299.1:7016177-7046772,-,-,8,9,3.087462841,0.002,0.002,0.997510713,1,no,0,0,0
14667,-39.7,TMTC2,mRNA,NW_005054310.1:410807-586175,-,-,44,13,4.832890014,1.674,1.674,0.096739088,0.852538491,no,2,1,0
6292,-113.9,LOC102036759,mRNA,NW_005054357.1:3211972-3219093,+,-,73,321,7.622051819,-2.143,2.143,0.017622784,0.598528436,no,2,1,0
4831,22.3,INIP,mRNA,NW_005054385.1:2162866-2174549,-,-,131,114,6.936637939,0.207,0.207,0.659428975,1,no,2,0,0
3706,26.1,FNDC4,mRNA,NW_005054669.1:203756-207998,-,-,21,26,4.554588852,-0.287,0.287,0.721523104,1,no,2,0,0
10042,-26.9,MOGAT1,mRNA,NW_005054371.1:294248-316730,+,-,15,35,4.64385619,-1.232,1.232,0.215271248,0.969530797,no,2,1,0
3845,-74,GAD1,mRNA,NW_005054298.1:18197331-18223335,+,-,12,4,3,1.493,1.493,0.067474044,0.785153666,no,1,1,0
4995,18.8,JMJD7,mRNA,NW_005054312.1:856110-865733,-,-,35,41,5.247927513,-0.223,0.223,0.755223755,1,no,2,0,0
9312,44.6,LOC115949449,lnc_RNA,NW_005062135.1:1-939,+,-,21,34,4.781359714,-0.699,0.699,0.443354387,1,no,2,0,0
5750,14,LOC102033179,mRNA,NW_005054481.1:3908-11687,+,-,58,61,5.894817763,-0.067,0.067,0.913206893,1,no,2,0,0
12337,6.2,RCC1,mRNA,NW_005054436.1:77634-86439,-,-,5755,7646,12.71005304,-0.41,0.41,0.307660097,1,no,2,0,0
3150,9.3,EMP2,mRNA,NW_005054319.1:7459788-7466121,+,-,41,27,5.087462841,0.63,0.63,0.354352157,1,no,2,0,0
5862,22.2,LOC102033968,mRNA,NW_005054491.1:264661-268516,+,-,31,18,4.614709844,0.72,0.72,0.291608981,1,no,2,0,0
6833,150.7,LOC102040127,mRNA,NW_005054518.1:87628-94651,+,-,10,3,2.700439718,1.783,1.783,0.181581064,0.956579535,no,1,1,0
4498,32.4,HJV,mRNA,NW_005054618.1:37511-40023,-,-,5,11,3,-1.113,1.113,0.161885001,0.940135406,no,1,1,0
7508,28.6,LOC102044609,mRNA,NW_005054298.1:7589208-7608038,+,-,5977,7491,12.71724801,-0.326,0.326,0.726323416,1,no,2,0,0
14260,15,TDO2,mRNA,NW_005054297.1:28357133-28373604,-,-,2,7,2.169925001,-2.243,2.243,0.032339633,0.662398019,no,0,1,0
6386,89.7,LOC102037391,mRNA,NW_005054387.1:1569840-1590618,-,-,15,6,3.392317423,1.325,1.325,0.078158288,0.813099158,no,1,1,0
3059,-33.7,EIF2AK2,mRNA,NW_005054299.1:17312873-17334110,-,-,3960,3163,11.79826927,0.324,0.324,0.618449767,1,no,2,0,0
4905,62.3,IRF6,mRNA,NW_005054566.1:38134-42064,-,-,11,32,4.426264755,-1.563,1.563,0.172939772,0.942321763,no,2,1,0
15299,17.7,UBXN10,mRNA,NW_005054473.1:390831-393833,+,-,3,2,1.321928095,0.521,0.521,0.625409695,1,no,0,0,0
15623,22.8,WDR78,mRNA,NW_005054555.1:388770-402524,-,-,10,2,2.584962501,2.016,2.016,0.026358832,0.624618688,no,1,1,0
12990,-141.8,SEMA4G,mRNA,NW_005054300.1:5114776-5123394,+,-,4,5,2.169925001,-0.187,0.187,0.87858291,1,no,0,0,0
13737,-2.1,SPATS2L,mRNA,NW_005054298.1:25321682-25379400,-,-,280,696,8.930737338,-1.313,1.313,0.047844602,0.721356519,no,2,1,0
3016,-16.9,EEPD1,mRNA,NW_005054497.1:642293-706665,-,-,102,74,6.459431619,0.479,0.479,0.350282658,1,no,2,0,0
6447,87.8,LOC102037794,mRNA,NW_005054447.1:1693815-1694522,-,-,3,2,1.321928095,0.561,0.561,0.643274886,1,no,0,0,0
11778,-31.7,PPP2R3A,mRNA,NW_005054380.1:233446-283157,-,-,8,6,2.807354922,0.355,0.355,0.560686924,1,no,0,0,0
11744,11.8,PPM1K,mRNA,NW_005054304.1:1369580-1381321,-,-,62,116,6.475733431,-0.885,0.885,0.285066347,0.997428306,no,2,0,0
7104,26.2,LOC102041907,mRNA,NW_005054334.1:5391204-5395345,+,-,53,202,6.994353437,-1.931,1.931,0.01547097,0.578640735,no,2,1,0
7499,-9.6,LOC102044558,mRNA,NW_005054314.1:5108781-5113120,+,-,92,54,6.189824559,0.799,0.799,0.163158837,0.940689157,no,2,0,0
11569,-61,PLOD2,mRNA,NW_005054465.1:157604-206598,-,-,26,59,5.409390936,-1.156,1.156,0.165530668,0.94160808,no,2,1,0
14763,29.5,TPGS2,mRNA,NW_005054378.1:475583-492439,-,-,26,18,4.459431619,0.562,0.562,0.404853257,1,no,2,0,0
9138,7.1,LOC115949267,lnc_RNA,NW_005055302.1:7473-9215,+,-,17,32,4.614709844,-0.939,0.939,0.092803074,0.844730969,no,2,0,0
