Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg UCRA,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
10548,216.1,NEURL1,mRNA,NW_005054300.1:4303694-4363727,-,-,17,77,5.554588852,-2.161,2.161,9.25446E-06,0.000197658,yes,2,1,1
9783,215.8,MCOLN2,mRNA,NW_005054336.1:673509-688568,-,-,22,99,5.918863237,-2.158,2.158,1.76675E-06,5.16238E-05,yes,2,1,1
6577,215.1,LOC102038583,mRNA,NW_005054392.1:2539531-2550310,+,-,42,85,5.988684687,-1.009,1.009,0.085074171,0.199992926,no,2,1,0
148,214.2,ACTA2,mRNA,NW_005054300.1:9117806-9127918,+,-,26,62,5.459431619,-1.247,1.247,0.000469847,0.004378591,yes,2,1,1
11169,214.1,PCNX4,mRNA,NW_005054303.1:11451977-11467987,-,-,310,70,7.569855608,2.141,2.141,5.32828E-05,0.000818497,yes,2,1,1
7194,214,LOC102042641,mRNA,NW_005054376.1:3054405-3059851,+,-,59,53,5.807354922,0.161,0.161,0.754846149,0.853753567,no,2,0,0
6332,213.9,LOC102036983,mRNA,NW_005054329.1:6013679-6019205,-,-,23,72,5.569855608,-1.651,1.651,0.004337521,0.023450127,yes,2,1,1
8100,213.7,LOC115947922,snRNA,NW_005054330.1:6121386-6121526,-,-,52,18,5.129283017,1.508,1.508,0.007309224,0.034270625,yes,2,1,1
10997,213.7,OTUD3,mRNA,NW_005054473.1:355210-366878,+,-,4262,1342,11.45224124,1.668,1.668,1.24738E-10,1.21203E-08,yes,2,1,1
8104,213.1,LOC115947926,lnc_RNA,NW_005054331.1:3363581-3373139,-,-,17,32,4.614709844,-0.902,0.902,0.187739455,0.346942512,no,2,0,0
5567,212.1,LOC102031903,mRNA,NW_005054425.1:2128525-2134833,+,-,97,223,7.321928095,-1.204,1.204,0.143960634,0.289981909,no,2,1,0
8987,212.1,LOC115949070,lnc_RNA,NW_005054739.1:81232-83336,+,-,37,161,6.62935662,-2.121,2.121,2.56134E-07,9.7085E-06,yes,2,1,1
12027,211.9,PTPN22,mRNA,NW_005054545.1:243743-258633,-,-,27,119,6.189824559,-2.119,2.119,1.91216E-14,3.9403E-12,yes,2,1,1
5458,211.8,LIPT2,mRNA,NW_005054627.1:259930-261021,-,-,119,30,6.21916852,1.995,1.995,6.37273E-10,5.13298E-08,yes,2,1,1
15690,211.3,XDH,mRNA,NW_005054434.1:300232-349430,-,-,21,29,4.64385619,-0.471,0.471,0.39326928,0.571150154,no,2,0,0
5750,210.9,LOC102033179,mRNA,NW_005054481.1:3908-11687,+,-,19,44,4.977279923,-1.192,1.192,0.001486899,0.010614637,yes,2,1,1
6597,210.6,LOC102038688,mRNA,NW_005054438.1:1733049-1767552,-,-,168,542,8.471675214,-1.688,1.688,0.000144207,0.001765527,yes,2,1,1
5854,210.4,LOC102033916,mRNA,NW_005055952.1:139-4997,-,-,1450,337,9.803323919,2.104,2.104,0.004796911,0.025234547,yes,2,1,1
13084,210.3,SGCB,mRNA,NW_005054297.1:12865231-12871034,-,-,306,1003,9.354249382,-1.712,1.712,4.79497E-16,1.43183E-13,yes,2,1,1
9312,210.1,LOC115949449,lnc_RNA,NW_005062135.1:1-939,+,-,65,25,5.491853096,1.349,1.349,0.01810447,0.066702686,no,2,1,0
583,210,APMAP,mRNA,NW_005054405.1:12629-22863,+,-,16,49,5.022367813,-1.602,1.602,4.6959E-05,0.000740614,yes,2,1,1
1073,210,BLNK,mRNA,NW_005054300.1:7329059-7421281,+,-,50,213,7.038918989,-2.1,2.1,2.41613E-06,6.51556E-05,yes,2,1,1
15254,210,UBE2E3,mRNA,NW_005054298.1:21868187-21922231,+,-,805,188,8.955649908,2.1,2.1,9.31223E-10,7.17042E-08,yes,2,1,1
12976,209.9,SELENOP,mRNA,NW_005054335.1:6116543-6122551,+,-,15591,3641,13.23122118,2.099,2.099,5.87095E-09,3.66725E-07,yes,2,1,1
14315,209.6,TET3,mRNA,NW_005054902.1:15306-24647,-,-,143,79,6.794415866,0.847,0.847,0.016578653,0.062619472,no,2,0,0
14396,209.1,TIAM1,mRNA,NW_005054530.1:808006-855495,+,-,55,233,7.169925001,-2.091,2.091,5.81402E-06,0.000132307,yes,2,1,1
6311,209,LOC102036883,mRNA,NW_005054356.1:2567082-2588237,+,-,38,163,6.651051691,-2.09,2.09,0.000726126,0.00610994,yes,2,1,1
2382,208.6,CUNH1orf74,mRNA,NW_005054566.1:36469-37068,-,-,88,237,7.344295908,-1.435,1.435,2.36681E-08,1.28216E-06,yes,2,1,1
4562,208.5,HOXA4,mRNA,NW_005054333.1:3434990-3442793,+,-,95,26,5.918863237,1.881,1.881,0.00021988,0.002442819,yes,2,1,1
6291,207.6,LOC102036753,mRNA,NW_005054318.1:2481788-2489283,+,-,44,185,6.839203788,-2.076,2.076,1.26063E-12,1.73415E-10,yes,2,1,1
1438,207.2,CCDC57,mRNA,NW_005054578.1:49476-75252,+,-,292,70,7.499845887,2.072,2.072,6.81756E-10,5.41996E-08,yes,2,1,1
2653,207.2,DHH,mRNA,NW_005054605.1:286373-292394,-,-,100,32,6.044394119,1.633,1.633,8.85071E-07,2.88958E-05,yes,2,1,1
7104,206.9,LOC102041907,mRNA,NW_005054334.1:5391204-5395345,+,-,21,89,5.781359714,-2.069,2.069,8.32192E-05,0.001164403,yes,2,1,1
11693,206.6,POU2AF1,mRNA,NW_005054449.1:106432-128542,+,-,26,107,6.055282436,-2.066,2.066,0.000136897,0.001691252,yes,2,1,1
14476,205.8,TMCO6,mRNA,NW_005054386.1:782304-789487,+,-,15,65,5.321928095,-2.058,2.058,1.52289E-05,0.000293618,yes,2,1,1
13298,204.7,SLC25A29,mRNA,NW_005054303.1:4905868-4913488,-,-,21,70,5.50779464,-1.736,1.736,5.74835E-06,0.0001313,yes,2,1,1
10058,204.6,MOV10,mRNA,NW_005054566.1:444422-451565,+,-,1530,3122,11.18363538,-1.029,1.029,0.005602137,0.028226752,yes,2,1,1
3059,204.5,EIF2AK2,mRNA,NW_005054299.1:17312873-17334110,-,-,1432,2877,11.07313738,-1.007,1.007,0.013858133,0.0549968,no,2,1,0
13702,204.5,SOX5,mRNA,NW_005054482.1:529047-803578,+,-,19,75,5.554588852,-1.97,1.97,1.90952E-05,0.00035368,yes,2,1,1
15372,204.4,UROS,mRNA,NW_005054369.1:1994549-2004223,-,-,1248,3544,11.22641219,-1.506,1.506,4.75662E-08,2.37695E-06,yes,2,1,1
15977,204.2,ZNFX1,mRNA,NW_005054337.1:3424710-3437051,+,-,3300,9514,12.64543328,-1.528,1.528,2.46603E-06,6.63551E-05,yes,2,1,1
5644,204.1,LOC102032481,mRNA,NW_005054297.1:1811295-1827724,+,-,96,169,7.049848549,-0.827,0.827,0.038905901,0.114583821,no,2,0,0
6295,204.1,LOC102036781,mRNA,NW_005054573.1:13372-32958,-,-,15,64,5.303780748,-2.041,2.041,3.19815E-06,8.1914E-05,yes,2,1,1
7365,203.1,LOC102043715,mRNA,NW_005054298.1:7572039-7587062,+,-,2152,5057,11.81558343,-1.232,1.232,0.000371355,0.003660631,yes,2,1,1
5916,202.4,LOC102034293,mRNA,NW_005054381.1:3091923-3093857,+,-,20,81,5.658211483,-2.024,2.024,0.001151506,0.008697033,yes,2,1,1
13903,202.2,STAMBPL1,mRNA,NW_005054300.1:9128336-9150141,-,-,14,59,5.189824559,-2.022,2.022,5.5453E-05,0.000843368,yes,2,1,1
2676,201.8,DHX58,mRNA,NW_005054559.1:720231-724557,+,-,809,1015,9.832890014,-0.327,0.327,0.479955195,0.647839753,no,2,0,0
9039,201.8,LOC115949153,lnc_RNA,NW_005054818.1:28722-39538,-,-,360,143,7.97441459,1.332,1.332,4.50325E-06,0.000107843,yes,2,1,1
7768,200.2,LOC106632010,mRNA,NW_005054512.1:154127-155077,-,-,37,148,6.531381461,-2.002,2.002,4.78642E-05,0.000752138,yes,2,1,1
5144,200.1,KIAA0040,mRNA,NW_005054560.1:552967-553585,+,-,40,158,6.62935662,-2.001,2.001,5.77679E-07,1.98666E-05,yes,2,1,1
12360,200,REEP4,mRNA,NW_005054703.1:170202-176688,+,-,96,53,6.21916852,0.866,0.866,0.007437336,0.034674526,yes,2,0,0
526,199.4,ANPEP,mRNA,NW_005054366.1:3516936-3525219,-,-,30,122,6.247927513,-1.994,1.994,1.3788E-06,4.18876E-05,yes,2,1,1
10392,199.2,NANP,mRNA,NW_005054299.1:17331096-17339088,+,-,802,1792,10.34096276,-1.16,1.16,5.67595E-06,0.000130621,yes,2,1,1
6506,199,LOC102038164,mRNA,NW_005054343.1:1423375-1433150,-,-,91,362,7.82336724,-1.99,1.99,1.09894E-07,4.67163E-06,yes,2,1,1
5721,198.5,LOC102032987,mRNA,NW_005054304.1:12006743-12009475,-,-,10,33,4.426264755,-1.718,1.718,0.000287313,0.00302457,yes,2,1,1
6363,198.4,LOC102037224,mRNA,NW_005054397.1:1489995-1497358,+,-,439,1203,9.681238412,-1.456,1.456,0.003626828,0.020547548,yes,2,1,1
12798,198.1,RYBP,mRNA,NW_005054317.1:1061969-1098850,+,-,97,72,6.400879436,0.428,0.428,0.310121237,0.48953253,no,2,0,0
14756,197.7,TPBG,mRNA,NW_005054328.1:4270078-4273475,+,-,104,41,6.17990909,1.334,1.334,0.000518196,0.004695985,yes,2,1,1
6895,197.6,LOC102040516,mRNA,NW_005054466.1:1164062-1167793,+,-,13,53,5.044394119,-1.976,1.976,7.63869E-07,2.5552E-05,yes,2,1,1
1124,197.4,BRCA1,mRNA,NW_005054559.1:350425-370422,+,-,1743,633,10.21431912,1.463,1.463,4.64173E-10,3.89238E-08,yes,2,1,1
1442,196.1,CCDC61,mRNA,NW_005054614.1:236443-238891,-,-,726,371,9.09934781,0.969,0.969,0.000119292,0.001532515,yes,2,0,0
4710,196,IFT122,mRNA,NW_005054420.1:2063398-2093237,+,-,252,64,7.303780748,1.96,1.96,6.09765E-13,8.99441E-11,yes,2,1,1
10643,196,NLRC5,mRNA,NW_005054343.1:4152568-4186069,-,-,233,833,9.057991723,-1.835,1.835,0.000535933,0.004831684,yes,2,1,1
12532,196,RNF135,mRNA,NW_005054395.1:1963543-1969673,+,-,272,447,8.48984796,-0.715,0.715,0.038094853,0.112894303,no,2,0,0
14258,195.9,TCTN3,mRNA,NW_005054506.1:63817-77318,-,-,826,323,9.166163083,1.355,1.355,2.11561E-07,8.30172E-06,yes,2,1,1
451,195.3,ANGPT1,mRNA,NW_005054353.1:4287491-4442243,-,-,6,23,3.857980995,-1.953,1.953,9.60214E-05,0.001296129,yes,1,1,1
3902,195.3,GATAD1,mRNA,NW_005054307.1:7107863-7112275,-,-,251,881,9.144658243,-1.81,1.81,9.75933E-07,3.16932E-05,yes,2,1,1
1325,195.2,CARHSP1,mRNA,NW_005054319.1:8274133-8310026,+,-,90,218,7.266786541,-1.279,1.279,0.004509646,0.02418379,yes,2,1,1
1208,194.9,C3AR1,mRNA,NW_005054444.1:1361488-1367735,-,-,19,57,5.247927513,-1.63,1.63,0.000107261,0.001405989,yes,2,1,1
14848,194.9,TRIM47,mRNA,NW_005054370.1:2235104-2256580,+,-,1058,1661,10.40886044,-0.651,0.651,0.051454565,0.140526619,no,2,0,0
3016,194.8,EEPD1,mRNA,NW_005054497.1:642293-706665,-,-,25,98,5.942514505,-1.948,1.948,1.3099E-07,5.4734E-06,yes,2,1,1
8976,194.5,LOC115949054,mRNA,NW_005054726.1:95872-97357,-,-,14,54,5.087462841,-1.945,1.945,0.000600562,0.005248168,yes,2,1,1
10003,194.5,MLXIP,mRNA,NW_005054362.1:3043584-3060936,+,-,28,106,6.06608919,-1.945,1.945,9.99795E-09,5.8567E-07,yes,2,1,1
7093,194.4,LOC102041862,mRNA,NW_005054388.1:686451-689476,-,-,44,168,6.727920455,-1.944,1.944,2.96698E-05,0.000510179,yes,2,1,1
309,194.2,AGTR2,mRNA,NW_005054314.1:129001-132293,+,-,44,150,6.599912842,-1.768,1.768,5.03653E-05,0.00078351,yes,2,1,1
5335,194.2,LAMP3,mRNA,NW_005054309.1:4218415-4235733,+,-,71,272,7.422064766,-1.942,1.942,0.000773499,0.006433386,yes,2,1,1
9300,194.2,LOC115949436,mRNA,NW_005060679.1:42-926,-,-,108,226,7.383704292,-1.062,1.062,0.028981219,0.093471303,no,2,1,0
12338,193.7,RCC1L,mRNA,NW_005054381.1:327520-342501,+,-,1814,473,10.15924065,1.937,1.937,4.73888E-11,5.04505E-09,yes,2,1,1
5832,193.5,LOC102033738,mRNA,NW_005054504.1:748698-796767,-,-,993,643,9.675957033,0.627,0.627,0.021415238,0.075536375,no,2,0,0
5452,193.1,LIPA,mRNA,NW_005054300.1:9012434-9022604,+,-,1354,3030,11.09803208,-1.162,1.162,0.000231643,0.002550367,yes,2,1,1
11176,192.7,PCSK6,mRNA,NW_005054366.1:1151878-1179615,-,-,15,58,5.189824559,-1.927,1.927,0.000353605,0.003528272,yes,2,1,1
14285,192.6,TEK,mRNA,NW_005054379.1:2995997-3033015,-,-,357,200,8.121533517,0.835,0.835,0.028783302,0.093089208,no,2,0,0
11472,192.5,PKD2L1,mRNA,NW_005054300.1:10751633-10767569,-,-,21,78,5.62935662,-1.925,1.925,8.97739E-05,0.001228047,yes,2,1,1
4182,192.1,GPR162,mRNA,NW_005054320.1:8104219-8109942,+,-,22,84,5.727920455,-1.921,1.921,1.87016E-05,0.000347109,yes,2,1,1
661,191.6,ARHGEF10L,mRNA,NW_005054475.1:1014852-1063556,+,-,13,18,3.95419631,-0.438,0.438,0.380508779,0.55905064,no,2,0,0
8977,191.3,LOC115949055,mRNA,NW_005054726.1:152-4271,-,-,28,104,6.044394119,-1.913,1.913,9.46806E-10,7.24484E-08,yes,2,1,1
3571,191.2,FBXW4,mRNA,NW_005054300.1:5495840-5562935,-,-,1687,449,10.06069593,1.912,1.912,8.01365E-15,1.78384E-12,yes,2,1,1
6829,190.2,LOC102040095,mRNA,NW_005054326.1:4942487-4958288,+,-,723,1299,9.981567282,-0.845,0.845,0.008190011,0.037230241,yes,2,0,0
12263,190,RASL11B,mRNA,NW_005054297.1:13105117-13108434,+,-,42,16,4.857980995,1.396,1.396,0.002253463,0.0144901,yes,2,1,1
15192,189.9,TUT7,mRNA,NW_005054427.1:118114-150946,-,-,3169,850,10.97262086,1.899,1.899,2.67485E-15,6.96769E-13,yes,2,1,1
58,189.2,ABHD12B,mRNA,NW_005054303.1:14726795-14740173,-,-,165,70,6.876516947,1.238,1.238,0.005430182,0.027620155,yes,2,1,1
12727,189.2,RRM2,mRNA,NW_005054318.1:6654000-6658672,-,-,14,52,5.044394119,-1.892,1.892,8.26466E-05,0.00116037,yes,2,1,1
6205,189,LOC102036223,mRNA,NW_005054641.1:226577-227904,+,-,24,40,5,-0.741,0.741,0.116751262,0.250111234,no,2,0,0
5921,188.8,LOC102034306,mRNA,NW_005054491.1:310642-324876,+,-,74,44,5.882643049,0.767,0.767,0.013493338,0.054057244,no,2,0,0
6359,188.6,LOC102037191,mRNA,NW_005054304.1:732301-735859,-,-,218,806,9,-1.886,1.886,4.24229E-06,0.000103257,yes,2,1,1
7257,188.2,LOC102043039,mRNA,NW_005054514.1:228237-254875,+,-,34,66,5.64385619,-0.97,0.97,0.019080147,0.069481929,no,2,0,0
1394,187.9,CCDC126,mRNA,NW_005054333.1:4852456-4867871,-,-,1474,438,9.900866808,1.753,1.753,1.36535E-11,1.53357E-09,yes,2,1,1
7213,187.8,LOC102042760,mRNA,NW_005054615.1:432972-441009,+,-,72,264,7.392317423,-1.878,1.878,1.18572E-15,3.376E-13,yes,2,1,1
9584,187.8,LYST,mRNA,NW_005054348.1:1824915-1887580,+,-,854,232,9.084808388,1.878,1.878,7.72772E-11,7.86611E-09,yes,2,1,1
10477,187.8,NDUFAF1,mRNA,NW_005054312.1:1465564-1472644,+,-,704,192,8.807354922,1.878,1.878,1.31176E-24,1.23538E-21,yes,2,1,1
15313,187.7,UCP3,mRNA,NW_005054627.1:417651-420745,+,-,90,24,5.832890014,1.877,1.877,6.32947E-12,7.45113E-10,yes,2,1,1
4766,187.3,IL13RA1,mRNA,NW_005054314.1:560647-576357,+,-,19,40,4.882643049,-1.048,1.048,0.017794006,0.06581632,no,2,1,0
1202,187.2,C1R,mRNA,NW_005054320.1:8267441-8274755,-,-,15,21,4.169925001,-0.472,0.472,0.327597723,0.507051697,no,2,0,0
5826,186.8,LOC102033681,mRNA,NW_005054416.1:1896265-1906632,-,-,67,57,5.95419631,0.24,0.24,0.642255375,0.777891522,no,2,0,0
3150,186.7,EMP2,mRNA,NW_005054319.1:7459788-7466121,+,-,10,37,4.554588852,-1.867,1.867,0.000116992,0.001507719,yes,2,1,1
13639,186.7,SNX10,mRNA,NW_005054333.1:3830184-3849916,-,-,160,339,7.962896005,-1.08,1.08,0.002101109,0.013746077,yes,2,1,1
15456,186.5,VAV2,mRNA,NW_005054329.1:3443893-3533765,+,-,64,233,7.214319121,-1.865,1.865,7.29488E-05,0.001055689,yes,2,1,1
5072,186,KCNJ5,mRNA,NW_005054459.1:774338-794303,-,-,18,64,5.357552005,-1.86,1.86,3.91609E-06,9.7251E-05,yes,2,1,1
3672,185.9,FKBP9,mRNA,NW_005054361.1:650388-668378,-,-,586,162,8.54689446,1.859,1.859,3.28938E-10,2.89726E-08,yes,2,1,1
9204,185.8,LOC115949338,lnc_RNA,NW_005056030.1:4180-4741,-,-,121,440,8.131856961,-1.858,1.858,0.000158823,0.001898898,yes,2,1,1
660,185.6,ARHGEF10,mRNA,NW_005054413.1:2565073-2623961,-,-,56,15,5.14974712,1.856,1.856,1.4646E-07,6.01715E-06,yes,2,1,1
11761,185.6,PPP1R26,mRNA,NW_005054329.1:2740872-2747074,-,-,191,353,8.087462841,-0.888,0.888,0.049230409,0.136117411,no,2,0,0
12773,185.1,RUBCNL,mRNA,NW_005054322.1:3516475-3539038,-,-,21,74,5.569855608,-1.851,1.851,1.22245E-05,0.000245352,yes,2,1,1
6971,184.9,LOC102040925,mRNA,NW_005055154.1:3141-17502,+,-,241,67,7.266786541,1.849,1.849,5.75326E-14,1.0513E-11,yes,2,1,1
1447,184.3,CCDC69,mRNA,NW_005054308.1:6224576-6226729,-,-,24,87,5.794415866,-1.843,1.843,6.53839E-05,0.000962134,yes,2,1,1
15014,183.8,TRNAR-CCU,tRNA,NW_005054334.1:5445952-5446024,-,-,52,25,5.266786541,1.068,1.068,0.00899609,0.039905484,yes,2,1,1
2000,183.6,CNP,mRNA,NW_005054672.1:147525-151609,+,-,110,394,7.977279923,-1.836,1.836,1.92089E-06,5.52053E-05,yes,2,1,1
10597,183.5,NIBAN2,mRNA,NW_005054358.1:2537134-2574239,-,-,94,337,7.751544059,-1.835,1.835,3.1873E-09,2.1093E-07,yes,2,1,1
6459,183.3,LOC102037853,mRNA,NW_005054587.1:54494-64590,-,-,60,103,6.348728154,-0.781,0.781,0.053225762,0.143977687,no,2,0,0
12282,183,RBFA,mRNA,NW_005054325.1:613269-621666,-,-,414,117,8.052568051,1.83,1.83,5.52745E-10,4.54178E-08,yes,2,1,1
4723,182.7,IFT88,mRNA,NW_005054302.1:3537734-3581062,-,-,62,17,5.303780748,1.827,1.827,2.24208E-07,8.65924E-06,yes,2,1,1
11602,182.7,PMM1,mRNA,NW_005054334.1:4893402-4903814,-,-,749,211,8.906890596,1.827,1.827,1.13872E-09,8.49951E-08,yes,2,1,1
8516,182.5,LOC115948455,lnc_RNA,NW_005054299.1:6967350-6983816,-,-,53,134,6.54689446,-1.326,1.326,4.24061E-07,1.51364E-05,yes,2,1,1
14595,182.5,TMEM268,mRNA,NW_005054358.1:2731950-2748746,+,-,352,1247,9.642954223,-1.825,1.825,4.52255E-15,1.05593E-12,yes,2,1,1
6293,182.4,LOC102036771,mRNA,NW_005054444.1:1408987-1412912,+,-,36,81,5.87036472,-1.172,1.172,0.004994278,0.025963886,yes,2,1,1
6936,182.2,LOC102040732,mRNA,NW_005054408.1:1696273-1716525,+,-,23,76,5.62935662,-1.689,1.689,1.34604E-05,0.000265371,yes,2,1,1
7182,182.2,LOC102042536,mRNA,NW_005054493.1:598603-606245,-,-,44,96,6.129283017,-1.112,1.112,0.001802803,0.012323687,yes,2,1,1
14839,181.6,TRIM25,mRNA,NW_005054395.1:1528427-1536858,-,-,1525,2423,10.94690627,-0.668,0.668,0.078228895,0.188672715,no,2,0,0
6722,181.2,LOC102039479,mRNA,NW_005054347.1:3463462-3474417,-,-,134,277,7.682994584,-1.051,1.051,0.002918682,0.017422438,yes,2,1,1
6725,180.2,LOC102039514,mRNA,NW_005054298.1:14501089-14576315,+,-,98,51,6.21916852,0.938,0.938,0.008191987,0.037230241,yes,2,0,0
10499,179.1,NEB,mRNA,NW_005054585.1:433316-531501,+,-,49,14,4.977279923,1.791,1.791,1.14569E-05,0.000233389,yes,2,1,1
9773,178.9,MCM3,mRNA,NW_005054377.1:2040307-2051778,-,-,16,58,5.209453366,-1.789,1.789,0.00035531,0.003542398,yes,2,1,1
4793,178.4,IL31RA,mRNA,NW_005054335.1:2809028-2844154,-,-,13,31,4.459431619,-1.254,1.254,0.001858119,0.012624282,yes,2,1,1
6368,178.2,LOC102037238,mRNA,NW_005054600.1:245645-246186,-,-,2287,929,10.65105169,1.3,1.3,0.000128589,0.001621339,yes,2,1,1
5999,178.1,LOC102034831,mRNA,NW_005054309.1:1229845-1257152,-,-,28,64,5.523561956,-1.175,1.175,0.00623368,0.030576498,yes,2,1,1
9452,178.1,LRIG3,mRNA,NW_005054310.1:9497483-9540569,+,-,181,76,7.005624549,1.262,1.262,0.000177891,0.002084135,yes,2,1,1
13791,178.1,SPTBN1,mRNA,NW_005054341.1:4311605-4393439,-,-,237,813,9.036173613,-1.781,1.781,1.53996E-05,0.000295051,yes,2,1,1
7614,178,LOC102045157,mRNA,NW_005054480.1:1321614-1329253,-,-,180,616,8.636624621,-1.78,1.78,3.29496E-15,8.06804E-13,yes,2,1,1
5928,177.6,LOC102034361,mRNA,NW_005054456.1:1090181-1094317,-,-,44,151,6.607330314,-1.776,1.776,6.78536E-05,0.000991326,yes,2,1,1
3399,177.2,FAM135A,mRNA,NW_005054332.1:256629-321817,-,-,447,130,8.172427509,1.772,1.772,6.50271E-16,1.89554E-13,yes,2,1,1
4623,177.2,HSP90AB1,mRNA,NW_005054299.1:12910099-12917025,-,-,5418,1631,11.78320289,1.732,1.732,8.04077E-10,6.23058E-08,yes,2,1,1
6523,177,LOC102038263,mRNA,NW_005054958.1:6193-11087,-,-,2110,771,10.49235395,1.453,1.453,3.24867E-19,1.3715E-16,yes,2,1,1
10893,177,OAS1,mRNA,NW_005054339.1:3136336-3138979,-,-,13114,24884,14.21363586,-0.924,0.924,0.046679582,0.131077551,no,2,0,0
6436,176.9,LOC102037713,mRNA,NW_005054326.1:2448662-2471963,-,-,1306,1600,10.50481899,-0.293,0.293,0.422155286,0.596166417,no,2,0,0
835,176.8,ATP10A,mRNA,NW_005054342.1:5881865-5993949,+,-,15,48,4.977279923,-1.682,1.682,2.08861E-05,0.000379952,yes,2,1,1
6391,176.5,LOC102037407,mRNA,NW_005054559.1:708350-709135,-,-,126,81,6.693486957,0.642,0.642,0.282610621,0.459373583,no,2,0,0
13999,176.3,STYXL1,mRNA,NW_005054387.1:941078-952084,+,-,75,28,5.686500527,1.464,1.464,0.000560077,0.004994194,yes,2,1,1
7422,176.1,LOC102044128,mRNA,NW_005054334.1:6346426-6346900,+,-,1927,568,10.2848241,1.761,1.761,1.2391E-06,3.85033E-05,yes,2,1,1
5263,175.8,KLHL32,mRNA,NW_005054305.1:12941669-13036264,+,-,249,104,7.463524373,1.251,1.251,0.026121632,0.086904115,no,2,1,0
15851,175.4,ZFAND1,mRNA,NW_005054344.1:26083-33476,-,-,276,99,7.550746785,1.476,1.476,2.39368E-06,6.4836E-05,yes,2,1,1
3199,174.9,EPB41L5,mRNA,NW_005054298.1:10622041-10673365,-,-,122,375,7.957102042,-1.625,1.625,4.88301E-12,5.88948E-10,yes,2,1,1
9151,174.4,LOC115949281,lnc_RNA,NW_005055376.1:10273-11971,+,-,56,28,5.392317423,1.017,1.017,0.000942816,0.007456652,yes,2,1,1
102,174.2,ACAT2,mRNA,NW_005054392.1:1116401-1124873,+,-,85,25,5.781359714,1.742,1.742,1.34379E-08,7.68788E-07,yes,2,1,1
13877,174.2,ST3GAL6,mRNA,NW_005054320.1:1539822-1621535,-,-,41,138,6.483815777,-1.742,1.742,1.50441E-10,1.43135E-08,yes,2,1,1
1720,174.1,CERS5,mRNA,NW_005054600.1:228625-245414,+,-,700,209,8.828136484,1.741,1.741,4.17698E-26,5.11388E-23,yes,2,1,1
12856,173.9,SBF2,mRNA,NW_005054416.1:458453-654794,-,-,16,17,4.044394119,-0.071,0.071,0.868753624,0.925204472,no,2,0,0
934,173.7,B3GALNT1,mRNA,NW_005054309.1:10367565-10372816,-,-,26,87,5.820178962,-1.737,1.737,2.24909E-06,6.2332E-05,yes,2,1,1
9550,173.6,LSS,mRNA,NW_005054501.1:1176254-1185035,+,-,16,54,5.129283017,-1.736,1.736,0.000209038,0.002356584,yes,2,1,1
13668,173.5,SOCS2,mRNA,NW_005054331.1:3374792-3377988,+,-,25,49,5.209453366,-0.992,0.992,0.047500398,0.132834027,no,2,0,0
2779,173.1,DNAJC15,mRNA,NW_005054322.1:2135348-2157274,+,-,171,241,7.686500527,-0.497,0.497,0.14569942,0.292377971,no,2,0,0
9051,173,LOC115949166,mRNA,NW_005054867.1:198-2503,+,-,55,16,5.14974712,1.73,1.73,4.10854E-05,0.0006636,yes,2,1,1
6921,172.5,LOC102040637,mRNA,NW_005054559.1:423081-428111,-,-,1098,2881,10.95819018,-1.392,1.392,0.002617428,0.016014579,yes,2,1,1
1407,172.4,CCDC166,mRNA,NW_005054699.1:12944-14767,-,-,42,25,5.06608919,0.729,0.729,0.171667658,0.327473844,no,2,0,0
7286,172.3,LOC102043184,mRNA,NW_005054337.1:4307490-4308235,-,-,1386,3727,11.31995431,-1.427,1.427,0.002285534,0.014642485,yes,2,1,1
8225,172.1,LOC115948081,lnc_RNA,NW_005054346.1:2603649-2606924,+,-,626,190,8.672425342,1.721,1.721,7.77233E-08,3.51132E-06,yes,2,1,1
10654,171.9,NMRAL1,mRNA,NW_005054383.1:2174231-2180764,+,-,182,104,7.159871337,0.807,0.807,0.006295044,0.030809308,yes,2,0,0
1825,171.8,CHRNA10,mRNA,NW_005054454.1:23910-25229,-,-,434,297,8.513727596,0.546,0.546,0.217634174,0.382445125,no,2,0,0
2458,171.8,CYFIP2,mRNA,NW_005054308.1:7990916-8034857,+,-,223,732,8.899356923,-1.718,1.718,1.75097E-05,0.000328287,yes,2,1,1
7001,171.8,LOC102041126,mRNA,NW_005054392.1:2541296-2564021,+,-,54,127,6.499845887,-1.221,1.221,0.003958633,0.021999794,yes,2,1,1
10022,171.6,MMP9,mRNA,NW_005054337.1:3184199-3188339,+,-,943,2714,10.83644491,-1.526,1.526,0.00268193,0.01628714,yes,2,1,1
11569,171.5,PLOD2,mRNA,NW_005054465.1:157604-206598,-,-,21,34,4.781359714,-0.698,0.698,0.173242999,0.32945232,no,2,0,0
11709,171.5,PPCDC,mRNA,NW_005054313.1:10056083-10067616,-,-,274,83,7.479780264,1.715,1.715,1.14549E-09,8.49951E-08,yes,2,1,1
984,171.2,BASP1,mRNA,NW_005054340.1:3148294-3198715,+,-,257,787,9.027905997,-1.615,1.615,2.68427E-05,0.000470824,yes,2,1,1
11922,171.2,PRUNE2,mRNA,NW_005054323.1:2987528-3090114,+,-,187,57,6.930737338,1.712,1.712,9.74072E-09,5.74012E-07,yes,2,1,1
