Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mICRA,avg mUCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
1634,-2,CDKN3,mRNA,NW_005054303.1:13699566-13732085,-,-,0,1,-1,-2.383,2.383,0.0811598,1,no,0,1,0
11580,20,PLPPR3,mRNA,NW_005054491.1:593087-597772,-,-,194,169,7.503825738,0.201,0.201,0.602892115,1,no,2,0,0
8560,148,LOC115948513,lnc_RNA,NW_005054416.1:1228116-1230547,+,-,4,1,1.321928095,1.476,1.476,0.040010462,1,no,0,1,0
11203,-98,PDE1A,mRNA,NW_005054298.1:22342813-22499847,-,-,2,4,1.584962501,-0.975,0.975,0.146813624,1,no,0,0,0
12970,26,SELENBP1,mRNA,NW_005054778.1:62178-67904,+,-,50,42,5.523561956,0.255,0.255,0.554665978,1,no,2,0,0
6603,163,LOC102038749,mRNA,NW_005054387.1:1682926-1690155,-,-,7,2,2.169925001,1.634,1.634,0.023693849,1,no,0,1,0
6479,-55,LOC102038003,mRNA,NW_005054378.1:433740-439109,+,-,7,10,3.087462841,-0.545,0.545,0.526963054,1,no,1,0,0
3565,51,FBXO5,mRNA,NW_005054316.1:8571912-8575970,+,-,46,32,5.285402219,0.506,0.506,0.223414057,1,no,2,0,0
13834,170,SRPX,mRNA,NW_005054374.1:1899993-1918997,-,-,2,1,0.584962501,1.695,1.695,0.141609215,1,no,0,1,0
3876,66,GALR2,mRNA,NW_005054370.1:2127973-2130555,-,-,12,8,3.321928095,0.655,0.655,0.207328438,1,no,1,0,0
7197,108,LOC102042665,mRNA,NW_005054730.1:69634-70652,-,-,10,5,2.906890596,1.08,1.08,0.09803961,1,no,1,1,0
282,-44,AFMID,mRNA,NW_005054578.1:347836-349576,+,-,12,16,3.807354922,-0.439,0.439,0.483089515,1,no,2,0,0
10283,72,MYBPC3,mRNA,NW_005054312.1:3225744-3286834,-,-,4,3,1.807354922,0.72,0.72,0.382475516,1,no,0,0,0
13674,36,SOD1,mRNA,NW_005054530.1:700390-704551,-,-,12522,9741,13.44236039,0.362,0.362,0.396525364,1,no,2,0,0
5524,42,LOC102031613,mRNA,NW_005054343.1:3619996-3621978,-,-,13,10,3.523561956,0.418,0.418,0.636358141,1,no,2,0,0
3954,-82,GEM,mRNA,NW_005054344.1:4572928-4581784,-,-,4,8,2.584962501,-0.819,0.819,0.334342471,1,no,0,0,0
9783,-18,MCOLN2,mRNA,NW_005054336.1:673509-688568,-,-,20,23,4.426264755,-0.181,0.181,0.67021473,1,no,2,0,0
4053,39,GLT1D1,mRNA,NW_005054362.1:858482-888623,-,-,5,4,2.169925001,0.394,0.394,0.568921968,1,no,0,0,0
6969,161,LOC102040923,pseudogene,NW_005054772.1:88125-88461,+,-,7,2,2.169925001,1.607,1.607,0.065660312,1,no,0,1,0
1721,-83,CERS6,mRNA,NW_005054298.1:17405381-17487668,+,-,1,2,0.584962501,-0.826,0.826,0.430519077,1,no,0,0,0
8728,-2,LOC115948719,lnc_RNA,NW_005054487.1:434335-439567,+,-,192,195,7.596189756,-0.022,0.022,0.942360282,1,no,2,0,0
4693,6,IDNK,mRNA,NW_005054323.1:697137-703405,-,-,16,15,3.95419631,0.058,0.058,0.880478465,1,no,2,0,0
12012,-10,PTN,mRNA,NW_005054557.1:584371-609327,-,-,108,115,6.8008999,-0.096,0.096,0.844302734,1,no,2,0,0
8867,-25,LOC115948891,lnc_RNA,NW_005054596.1:209000-210702,-,-,36,43,5.303780748,-0.247,0.247,0.619801525,1,no,2,0,0
2918,58,DUSP15,mRNA,NW_005054337.1:2548585-2559661,-,-,25,17,4.392317423,0.579,0.579,0.365738805,1,no,2,0,0
8672,-15,LOC115948647,mRNA,NW_005054458.1:659307-666707,+,-,256,283,8.074141463,-0.146,0.146,0.68218924,1,no,2,0,0
1404,20,CCDC15,mRNA,NW_005054541.1:332766-346784,-,-,19,17,4.169925001,0.198,0.198,0.647907631,1,no,2,0,0
7763,15,LOC106631992,mRNA,NW_005054480.1:1290427-1292291,-,-,3,3,1.584962501,0.148,0.148,0.87229966,1,no,0,0,0
13733,4,SPATA5L1,mRNA,NW_005054313.1:3330479-3338330,-,-,41,40,5.339850003,0.044,0.044,0.927147733,1,no,2,0,0
13266,-177,SLC22A18,mRNA,NW_005054437.1:888975-948495,-,-,31,105,6.087462841,-1.772,1.772,0.018999804,1,no,2,1,0
5983,-31,LOC102034661,lnc_RNA,NW_005054302.1:10355593-10357141,+,-,15,19,4.087462841,-0.312,0.312,0.714109427,1,no,2,0,0
2592,-18,DDX58,mRNA,NW_005054379.1:436364-457001,+,-,320,362,8.413627929,-0.178,0.178,0.697461257,1,no,2,0,0
8726,5,LOC115948717,lnc_RNA,NW_005054487.1:428337-430256,+,-,420,407,8.691743519,0.046,0.046,0.863970077,1,no,2,0,0
6774,18,LOC102039809,lnc_RNA,NW_005054322.1:2731977-2738382,-,-,14,12,3.700439718,0.175,0.175,0.744009436,1,no,2,0,0
672,-103,ARHGEF38,mRNA,NW_005054304.1:14720945-14757423,-,-,38,79,5.87036472,-1.028,1.028,0.091533453,1,no,2,1,0
6923,-155,LOC102040639,mRNA,NW_005054594.1:11265-24765,+,-,37,108,6.17990909,-1.55,1.55,0.062837498,1,no,2,1,0
9983,-51,MKS1,mRNA,NW_005054381.1:124671-138381,-,-,14,19,4.044394119,-0.51,0.51,0.337777778,1,no,2,0,0
4581,30,HPCAL4,mRNA,NW_005054436.1:1329598-1331937,+,-,30,25,4.781359714,0.3,0.3,0.614533486,1,no,2,0,0
12739,-10,RSAD2,mRNA,NW_005054318.1:8233265-8239893,-,-,2000,2138,11.01471793,-0.097,0.097,0.870685219,1,no,2,0,0
2905,-28,DTX3L,mRNA,NW_005054298.1:7561545-7569389,+,-,1950,2360,11.07347215,-0.275,0.275,0.611061706,1,no,2,0,0
1018,-40,BCL2L14,mRNA,NW_005054472.1:1369335-1376906,+,-,4,4,2,-0.401,0.401,0.56473905,1,no,0,0,0
9435,-50,LPIN1,mRNA,NW_005054318.1:5630898-5666228,-,-,3,5,2,-0.503,0.503,0.461709451,1,no,0,0,0
11172,-88,PCSK1,mRNA,NW_005054468.1:15003-44190,-,-,8,14,3.459431619,-0.88,0.88,0.156900379,1,no,1,0,0
3581,7,FDFT1,mRNA,NW_005054377.1:2316431-2328910,-,-,1956,1870,10.90162116,0.066,0.066,0.858542098,1,no,2,0,0
4795,80,IL4I1,mRNA,NW_005054770.1:28414-37076,+,-,29,16,4.491853096,0.8,0.8,0.226488767,1,no,2,0,0
5217,-112,KIZ,mRNA,NW_005054341.1:5029296-5058163,-,-,2,4,1.584962501,-1.121,1.121,0.104245494,1,no,0,1,0
2650,31,DHCR7,mRNA,NW_005054402.1:1610452-1617641,+,-,107,86,6.592457037,0.311,0.311,0.448282052,1,no,2,0,0
10000,-62,MLPH,mRNA,NW_005054507.1:137867-165287,+,-,4,7,2.459431619,-0.616,0.616,0.507267023,1,no,0,0,0
14512,4,TMEM132D,mRNA,NW_005054362.1:658945-844716,+,-,24,24,4.584962501,0.036,0.036,0.947403397,1,no,2,0,0
10650,-31,NMI,mRNA,NW_005054298.1:14548-24390,+,-,332,412,8.539158811,-0.309,0.309,0.433884439,1,no,2,0,0
4208,9,GPR68,mRNA,NW_005054303.1:353395-369243,-,-,2,1,0.584962501,0.086,0.086,0.92053851,1,no,0,0,0
5672,35,LOC102032705,mRNA,NW_005054311.1:7962138-7966660,+,-,34740,27260,14.9199806,0.35,0.35,0.606163367,1,no,2,0,0
6332,192,LOC102036983,mRNA,NW_005054329.1:6013679-6019205,-,-,76,20,5.584962501,1.916,1.916,0.004952587,1,no,2,1,0
6682,-12,LOC102039268,mRNA,NW_005054446.1:1360220-1365814,+,-,7,7,2.807354922,-0.119,0.119,0.802485622,1,no,0,0,0
7694,19,LOC106631792,mRNA,NW_005054315.1:3581604-3588180,+,-,56,49,5.714245518,0.19,0.19,0.815918873,1,no,2,0,0
891,225,ATP6V1G3,mRNA,NW_005054357.1:1843167-1860656,+,-,3,1,1,2.247,2.247,0.010997607,1,no,0,1,0
9929,33,MGP,mRNA,NW_005054331.1:6517435-6523994,+,-,10,8,3.169925001,0.325,0.325,0.564044165,1,no,1,0,0
7738,-39,LOC106631921,lnc_RNA,NW_005054392.1:603830-626449,-,-,119,156,7.103287808,-0.391,0.391,0.588642263,1,no,2,0,0
13081,-70,SFXN3,mRNA,NW_005054300.1:5146187-5150458,+,-,1012,1647,10.37666806,-0.703,0.703,0.009188255,1,no,2,0,0
1025,-97,BCLAF3,mRNA,NW_005054403.1:163051-187269,+,-,2,3,1.321928095,-0.974,0.974,0.265954557,1,no,0,0,0
7736,10,LOC106631910,mRNA,NW_005054383.1:361524-374257,+,-,9580,8947,13.17734167,0.099,0.099,0.874879908,1,no,2,0,0
13836,-5,SRRD,mRNA,NW_005054330.1:438211-439550,+,-,56,57,5.820178962,-0.047,0.047,0.921117008,1,no,2,0,0
11271,-12,PEBP1,mRNA,NW_005054330.1:5563954-5566771,+,-,489,531,8.994353437,-0.118,0.118,0.740809492,1,no,2,0,0
1960,-52,CMPK2,mRNA,NW_005054318.1:8245781-8250937,+,-,677,971,9.686500527,-0.521,0.521,0.216886778,1,no,2,0,0
5191,-65,KIF21A,mRNA,NW_005054354.1:1019761-1134176,-,-,6,10,3,-0.65,0.65,0.305253676,1,no,1,0,0
10643,-71,NLRC5,mRNA,NW_005054343.1:4152568-4186069,-,-,145,237,7.577428828,-0.706,0.706,0.221293413,1,no,2,0,0
12307,-5,RBM43,mRNA,NW_005054298.1:27566-30211,+,-,347,358,8.461479447,-0.049,0.049,0.935873837,1,no,2,0,0
4153,11,GPHN,mRNA,NW_005054301.1:15489163-15685088,+,-,243,226,7.873444113,0.109,0.109,0.66661306,1,no,2,0,0
14318,-53,TEX12,mRNA,NW_005054447.1:131119-132359,+,-,19,27,4.523561956,-0.528,0.528,0.25501872,1,no,2,0,0
1542,-94,CD79B,mRNA,NW_005054839.1:35689-41824,+,-,47,91,6.108524457,-0.939,0.939,0.16481871,1,no,2,0,0
2621,13,DEPDC1B,mRNA,NW_005054335.1:1037798-1056944,+,-,25,23,4.584962501,0.13,0.13,0.766217579,1,no,2,0,0
6103,5,LOC102035602,mRNA,NW_005056053.1:6-3678,-,-,14,13,3.754887502,0.049,0.049,0.941987464,1,no,2,0,0
7570,-227,LOC102044945,mRNA,NW_005054298.1:7691827-7722168,-,-,1,7,2,-2.267,2.267,0.019509886,1,no,0,1,0
10058,-40,MOV10,mRNA,NW_005054566.1:444422-451565,+,-,1208,1596,10.45327063,-0.401,0.401,0.331407488,1,no,2,0,0
1733,-53,CFAP36,mRNA,NW_005054341.1:4011759-4023571,-,-,1,2,0.584962501,-0.527,0.527,0.553141739,1,no,0,0,0
8009,51,LOC115947799,lnc_RNA,NW_005054317.1:6394759-6395405,+,-,741,522,9.302638924,0.506,0.506,0.116195299,1,no,2,0,0
7935,-8,LOC115947707,lnc_RNA,NW_005054310.1:6333046-6347190,-,-,14,15,3.857980995,-0.076,0.076,0.906394433,1,no,2,0,0
8795,-37,LOC115948803,mRNA,NW_005054530.1:784125-798510,+,-,3,4,1.807354922,-0.374,0.374,0.669361331,1,no,0,0,0
14984,-63,TRNAM-CAU,tRNA,NW_005054370.1:555458-555529,+,-,4,6,2.321928095,-0.625,0.625,0.274605136,1,no,0,0,0
8670,-28,LOC115948645,lnc_RNA,NW_005054458.1:666837-672261,+,-,536,650,9.211888295,-0.278,0.278,0.381130654,1,no,2,0,0
15223,95,TYRO3,mRNA,NW_005054312.1:1055402-1091288,-,-,16,8,3.584962501,0.946,0.946,0.128621181,1,no,1,0,0
6604,-48,LOC102038751,mRNA,NW_005054392.1:2577242-2578243,+,-,5,7,2.584962501,-0.482,0.482,0.405384362,1,no,0,0,0
1519,37,CD109,mRNA,NW_005054328.1:1023732-1094933,+,-,6,4,2.321928095,0.368,0.368,0.628650023,1,no,0,0,0
4197,104,GPR3,mRNA,NW_005054436.1:279175-286483,-,-,21,10,3.95419631,1.038,1.038,0.029046366,1,no,2,1,0
6905,0,LOC102040547,mRNA,NW_005054319.1:7104867-7176989,+,-,2,1,0.584962501,0.001,0.001,0.998814108,1,no,0,0,0
15879,29,ZHX1,transcript,NW_005054321.1:5097558-5124609,-,-,28,23,4.672425342,0.293,0.293,0.377664518,1,no,2,0,0
1489,-83,CCNG1,mRNA,NW_005054308.1:501834-506829,-,-,2110,3761,11.51939054,-0.834,0.834,0.059051488,1,no,2,0,0
13732,-24,SPATA5,mRNA,NW_005054435.1:1175254-1335810,+,-,11,13,3.584962501,-0.238,0.238,0.728937745,1,no,2,0,0
14520,-28,TMEM14A,mRNA,NW_005054413.1:15132-22710,-,-,5,6,2.459431619,-0.279,0.279,0.63052291,1,no,0,0,0
13618,-33,SNRNP40,mRNA,NW_005054428.1:1281617-1296753,-,-,4567,5740,12.33133686,-0.33,0.33,0.409391461,1,no,2,0,0
4865,-19,INTS6,mRNA,NW_005054322.1:5471244-5508313,-,-,136,156,7.189824559,-0.194,0.194,0.601776582,1,no,2,0,0
11139,18,PCCB,mRNA,NW_005054380.1:179743-201436,-,-,34,30,5,0.181,0.181,0.643676581,1,no,2,0,0
148,-90,ACTA2,mRNA,NW_005054300.1:9117806-9127918,+,-,13,25,4.247927513,-0.896,0.896,0.042522215,1,no,2,0,0
15028,86,TRNAS-UGA,tRNA,NW_005054488.1:1182840-1182921,+,-,63,35,5.614709844,0.864,0.864,0.12299387,1,no,2,0,0
5150,127,KIAA0513,mRNA,NW_005054373.1:1488394-1504761,-,-,10,4,2.807354922,1.268,1.268,0.041353213,1,no,1,1,0
1657,-95,CELSR2,mRNA,NW_005054425.1:36738-67127,-,-,5,9,2.807354922,-0.951,0.951,0.094769556,1,no,0,0,0
10290,50,MYCN,mRNA,NW_005054318.1:3841822-3845737,-,-,12,9,3.392317423,0.504,0.504,0.408367873,1,no,1,0,0
15229,-22,UACA,mRNA,NW_005054366.1:3128388-3150549,-,-,21,24,4.491853096,-0.217,0.217,0.670694299,1,no,2,0,0
5392,-23,LECT2,mRNA,NW_005054308.1:3713488-3717938,-,-,3,3,1.584962501,-0.231,0.231,0.777446745,1,no,0,0,0
7365,-46,LOC102043715,mRNA,NW_005054298.1:7572039-7587062,+,-,1619,2220,10.90651484,-0.455,0.455,0.242007242,1,no,2,0,0
10931,-56,OLFML1,mRNA,NW_005054487.1:213007-218959,-,-,2,3,1.321928095,-0.562,0.562,0.422701372,1,no,0,0,0
8979,74,LOC115949057,mRNA,NW_005054730.1:21117-23256,+,-,23,14,4.209453366,0.739,0.739,0.248771358,1,no,2,0,0
3300,-61,ETV7,mRNA,NW_005054472.1:1357832-1367144,+,-,36,54,5.491853096,-0.608,0.608,0.229364726,1,no,2,0,0
5808,-122,LOC102033548,mRNA,NW_005054341.1:4111657-4112628,-,-,69,162,6.851749041,-1.221,1.221,0.018713755,1,no,2,1,0
7836,-19,LOC106632178,mRNA,NW_005056036.1:483-4687,+,-,10,11,3.392317423,-0.188,0.188,0.747514933,1,no,2,0,0
13110,-42,SH2D4A,mRNA,NW_005054304.1:12023642-12033848,+,-,32,42,5.209453366,-0.419,0.419,0.495946681,1,no,2,0,0
1001,9,BCAR1,mRNA,NW_005054343.1:2735812-2741666,+,-,239,225,7.857980995,0.087,0.087,0.741870371,1,no,2,0,0
1325,-6,CARHSP1,mRNA,NW_005054319.1:8274133-8310026,+,-,76,79,6.276124405,-0.06,0.06,0.906117346,1,no,2,0,0
13778,-43,SPR,mRNA,NW_005054655.1:265742-267290,-,-,9,12,3.392317423,-0.434,0.434,0.525516959,1,no,1,0,0
5433,53,LIMA1,mRNA,NW_005054600.1:205889-225876,+,-,53,37,5.491853096,0.528,0.528,0.324977282,1,no,2,0,0
15961,-21,ZNF704,mRNA,NW_005054423.1:325921-395615,+,-,349,402,8.552669098,-0.207,0.207,0.273620753,1,no,2,0,0
4432,41,HECW2,mRNA,NW_005054298.1:26633170-26747439,+,-,4,3,1.807354922,0.408,0.408,0.662417851,1,no,0,0,0
13585,-30,SMTNL2,mRNA,NW_005054368.1:7181-25979,+,-,4,5,2.169925001,-0.296,0.296,0.583548261,1,no,0,0,0
13903,-63,STAMBPL1,mRNA,NW_005054300.1:9128336-9150141,-,-,8,12,3.321928095,-0.633,0.633,0.288713082,1,no,1,0,0
11657,8,POLQ,mRNA,NW_005054320.1:6394572-6443540,-,-,16,15,3.95419631,0.079,0.079,0.910467584,1,no,2,0,0
5743,-21,LOC102033114,mRNA,NW_005054347.1:3936635-3943828,-,-,9,10,3.247927513,-0.208,0.208,0.71977889,1,no,1,0,0
14472,-77,TMCC3,mRNA,NW_005054331.1:3653740-3785987,-,-,9,15,3.584962501,-0.774,0.774,0.213970883,1,no,1,0,0
9489,66,LRRC3C,mRNA,NW_005054625.1:281896-284488,-,-,1381,877,10.14082977,0.655,0.655,0.265272955,1,no,2,0,0
6113,130,LOC102035702,mRNA,NW_005054416.1:2125752-2131389,+,-,7,3,2.321928095,1.299,1.299,0.064947183,1,no,0,1,0
2858,-199,DPY19L3,mRNA,NW_005054408.1:262171-296249,-,-,261,1033,9.337621902,-1.985,1.985,2.33411E-05,0.148814725,no,2,1,0
7328,2,LOC102043467,mRNA,NW_005054331.1:6611731-6612161,-,-,4,4,2,0.015,0.015,0.981201152,1,no,0,0,0
3025,29,EFHB,mRNA,NW_005054333.1:144025-159262,+,-,46,37,5.375039431,0.289,0.289,0.551844661,1,no,2,0,0
15790,-35,ZBTB46,mRNA,NW_005054337.1:1971786-2019196,+,-,337,430,8.583082768,-0.349,0.349,0.282747113,1,no,2,0,0
11169,-200,PCNX4,mRNA,NW_005054303.1:11451977-11467987,-,-,81,325,7.665335917,-2.004,2.004,0.000589372,0.801343718,no,2,1,0
583,-65,APMAP,mRNA,NW_005054405.1:12629-22863,+,-,10,16,3.700439718,-0.646,0.646,0.199364626,1,no,2,0,0
6855,-94,LOC102040271,mRNA,NW_005054349.1:4157667-4321214,-,-,3,5,2,-0.941,0.941,0.177724258,1,no,0,0,0
14536,-53,TMEM170B,mRNA,NW_005054376.1:3368544-3388384,+,-,4,5,2.169925001,-0.526,0.526,0.361772286,1,no,0,0,0
5877,-119,LOC102034077,mRNA,NW_005054485.1:4337-9282,-,-,2,5,1.807354922,-1.189,1.189,0.107867242,1,no,0,1,0
12482,-8,RIMBP2,mRNA,NW_005054362.1:455107-511505,+,-,2,2,1,-0.076,0.076,0.935274333,1,no,0,0,0
5895,22,LOC102034174,mRNA,NW_005054341.1:4570913-4573569,-,-,19,17,4.169925001,0.218,0.218,0.676661223,1,no,2,0,0
2721,88,DLGAP3,mRNA,NW_005054478.1:577034-588523,+,-,64,34,5.614709844,0.877,0.877,0.04345794,1,no,2,0,0
7075,-35,LOC102041691,mRNA,NW_005054388.1:627480-631020,-,-,11,13,3.584962501,-0.347,0.347,0.614647965,1,no,2,0,0
977,-107,BANK1,mRNA,NW_005054304.1:15676791-15809361,-,-,31,65,5.584962501,-1.065,1.065,0.045376548,1,no,2,1,0
2614,-29,DENND4C,mRNA,NW_005054323.1:3985369-4044892,-,-,405,497,8.816983623,-0.294,0.294,0.357086916,1,no,2,0,0
8163,19,LOC115947994,lnc_RNA,NW_005054337.1:1120650-1137336,-,-,242,213,7.829722735,0.185,0.185,0.468331514,1,no,2,0,0
11477,20,PKIB,mRNA,NW_005054306.1:9024085-9078201,+,-,12,10,3.459431619,0.201,0.201,0.794017314,1,no,2,0,0
5907,73,LOC102034253,mRNA,NW_005054641.1:218577-219395,+,-,102,61,6.348728154,0.728,0.728,0.172284548,1,no,2,0,0
2676,-40,DHX58,mRNA,NW_005054559.1:720231-724557,+,-,647,852,9.549784668,-0.397,0.397,0.38599586,1,no,2,0,0
11461,-5,PITRM1,mRNA,NW_005054422.1:1708471-1735655,-,-,452,469,8.847057346,-0.054,0.054,0.921465923,1,no,2,0,0
7492,25,LOC102044509,mRNA,NW_005054309.1:3348608-3358113,-,-,38,32,5.129283017,0.252,0.252,0.536259272,1,no,2,0,0
8514,-117,LOC115948453,lnc_RNA,NW_005054299.1:7016177-7046772,-,-,2,4,1.584962501,-1.166,1.166,0.073714189,1,no,0,1,0
14667,-40,TMTC2,mRNA,NW_005054310.1:410807-586175,-,-,4,5,2.169925001,-0.397,0.397,0.603135088,1,no,0,0,0
6292,-114,LOC102036759,mRNA,NW_005054357.1:3211972-3219093,+,-,16,34,4.64385619,-1.139,1.139,0.076081508,1,no,2,1,0
4831,22,INIP,mRNA,NW_005054385.1:2162866-2174549,-,-,117,100,6.761551232,0.223,0.223,0.491639128,1,no,2,0,0
3706,26,FNDC4,mRNA,NW_005054669.1:203756-207998,-,-,4,3,1.807354922,0.261,0.261,0.699335353,1,no,0,0,0
10042,-27,MOGAT1,mRNA,NW_005054371.1:294248-316730,+,-,5,6,2.459431619,-0.269,0.269,0.718775046,1,no,0,0,0
3845,-74,GAD1,mRNA,NW_005054298.1:18197331-18223335,+,-,50,84,6.06608919,-0.74,0.74,0.127463948,1,no,2,0,0
4995,19,JMJD7,mRNA,NW_005054312.1:856110-865733,-,-,270,238,7.988684687,0.188,0.188,0.69654003,1,no,2,0,0
9312,45,LOC115949449,lnc_RNA,NW_005062135.1:1-939,+,-,95,70,6.366322214,0.446,0.446,0.470461289,1,no,2,0,0
5750,14,LOC102033179,mRNA,NW_005054481.1:3908-11687,+,-,20,17,4.209453366,0.14,0.14,0.755843307,1,no,2,0,0
12337,6,RCC1,mRNA,NW_005054436.1:77634-86439,-,-,43963,42124,15.39350777,0.062,0.062,0.823934411,1,no,2,0,0
3150,9,EMP2,mRNA,NW_005054319.1:7459788-7466121,+,-,10,9,3.247927513,0.093,0.093,0.855539603,1,no,1,0,0
5862,22,LOC102033968,mRNA,NW_005054491.1:264661-268516,+,-,8,7,2.906890596,0.222,0.222,0.671950771,1,no,0,0,0
6833,151,LOC102040127,mRNA,NW_005054518.1:87628-94651,+,-,48,17,5.022367813,1.507,1.507,0.081238712,1,no,2,1,0
4498,32,HJV,mRNA,NW_005054618.1:37511-40023,-,-,16,13,3.857980995,0.324,0.324,0.529410853,1,no,2,0,0
7508,29,LOC102044609,mRNA,NW_005054298.1:7589208-7608038,+,-,1773,1455,10.65642486,0.286,0.286,0.656736084,1,no,2,0,0
14260,15,TDO2,mRNA,NW_005054297.1:28357133-28373604,-,-,44,40,5.392317423,0.15,0.15,0.794301734,1,no,2,0,0
6386,90,LOC102037391,mRNA,NW_005054387.1:1569840-1590618,-,-,29,16,4.491853096,0.897,0.897,0.06044659,1,no,2,0,0
3059,-34,EIF2AK2,mRNA,NW_005054299.1:17312873-17334110,-,-,1202,1518,10.40939094,-0.337,0.337,0.453784407,1,no,2,0,0
4905,62,IRF6,mRNA,NW_005054566.1:38134-42064,-,-,90,58,6.209453366,0.623,0.623,0.421430014,1,no,2,0,0
15299,18,UBXN10,mRNA,NW_005054473.1:390831-393833,+,-,16,15,3.95419631,0.177,0.177,0.755070613,1,no,2,0,0
15623,23,WDR78,mRNA,NW_005054555.1:388770-402524,-,-,18,15,4.044394119,0.228,0.228,0.662401192,1,no,2,0,0
12990,-142,SEMA4G,mRNA,NW_005054300.1:5114776-5123394,+,-,6,17,3.523561956,-1.418,1.418,0.080243819,1,no,1,1,0
13737,-2,SPATS2L,mRNA,NW_005054298.1:25321682-25379400,-,-,186,188,7.54689446,-0.021,0.021,0.963504075,1,no,2,0,0
3016,-17,EEPD1,mRNA,NW_005054497.1:642293-706665,-,-,18,20,4.247927513,-0.169,0.169,0.662089009,1,no,2,0,0
6447,88,LOC102037794,mRNA,NW_005054447.1:1693815-1694522,-,-,11,6,3.087462841,0.878,0.878,0.235062492,1,no,1,0,0
11778,-32,PPP2R3A,mRNA,NW_005054380.1:233446-283157,-,-,34,42,5.247927513,-0.317,0.317,0.341489961,1,no,2,0,0
11744,12,PPM1K,mRNA,NW_005054304.1:1369580-1381321,-,-,9,8,3.087462841,0.118,0.118,0.849385483,1,no,0,0,0
7104,26,LOC102041907,mRNA,NW_005054334.1:5391204-5395345,+,-,26,22,4.584962501,0.262,0.262,0.64334492,1,no,2,0,0
7499,-10,LOC102044558,mRNA,NW_005054314.1:5108781-5113120,+,-,17,18,4.129283017,-0.096,0.096,0.821528939,1,no,2,0,0
11569,-61,PLOD2,mRNA,NW_005054465.1:157604-206598,-,-,14,21,4.129283017,-0.61,0.61,0.303962747,1,no,2,0,0
14763,30,TPGS2,mRNA,NW_005054378.1:475583-492439,-,-,73,59,6.044394119,0.295,0.295,0.508753432,1,no,2,0,0
9138,7,LOC115949267,lnc_RNA,NW_005055302.1:7473-9215,+,-,61,58,5.894817763,0.071,0.071,0.84619934,1,no,2,0,0
2967,-131,EBF1,mRNA,NW_005054308.1:8459870-8716596,-,-,4,8,2.584962501,-1.311,1.311,0.068581798,1,no,0,1,0
2503,63,DBN1,mRNA,NW_005054308.1:9303972-9317549,+,-,59,38,5.599912842,0.632,0.632,0.067463926,1,no,2,0,0
3271,-23,ESD,mRNA,NW_005054322.1:3718139-3728747,-,-,921,1080,9.966505452,-0.23,0.23,0.472861285,1,no,2,0,0
11383,112,PI16,mRNA,NW_005054472.1:1204486-1212619,-,-,24,11,4.129283017,1.118,1.118,0.043216896,1,no,2,1,0
4766,14,IL13RA1,mRNA,NW_005054314.1:560647-576357,+,-,19,17,4.169925001,0.143,0.143,0.783153388,1,no,2,0,0
2074,99,COLEC12,mRNA,NW_005054305.1:1486099-1570995,+,-,42,21,4.977279923,0.986,0.986,0.107576236,1,no,2,0,0
6679,-94,LOC102039264,mRNA,NW_005054414.1:1580536-1617824,-,-,6,11,3.087462841,-0.935,0.935,0.100889103,1,no,1,0,0
14225,-75,TCAIM,mRNA,NW_005054351.1:4716508-4735826,-,-,4,6,2.321928095,-0.751,0.751,0.220736297,1,no,0,0,0
11787,23,PPP3CC,mRNA,NW_005054703.1:11468-36554,-,-,79,67,6.189824559,0.231,0.231,0.707286205,1,no,2,0,0
3401,-26,FAM13A,mRNA,NW_005054304.1:6943460-7060781,-,-,524,630,9.172427509,-0.264,0.264,0.556814656,1,no,2,0,0
12027,13,PTPN22,mRNA,NW_005054545.1:243743-258633,-,-,27,25,4.700439718,0.133,0.133,0.650879438,1,no,2,0,0
8328,28,LOC115948218,lnc_RNA,NW_005054362.1:2710364-2714662,-,-,3,2,1.321928095,0.276,0.276,0.721869114,1,no,0,0,0
11761,-44,PPP1R26,mRNA,NW_005054329.1:2740872-2747074,-,-,137,187,7.339850003,-0.444,0.444,0.366915058,1,no,2,0,0
8485,3,LOC115948418,mRNA,NW_005054393.1:688615-715096,-,-,13,13,3.700439718,0.026,0.026,0.960511012,1,no,2,0,0
12784,-36,RUSC1,mRNA,NW_005054582.1:270291-277325,+,-,4,5,2.169925001,-0.356,0.356,0.597359321,1,no,0,0,0
2569,-26,DDX11,mRNA,NW_005054326.1:1275547-1294650,-,-,690,824,9.56414949,-0.257,0.257,0.705727238,1,no,2,0,0
2507,35,DBT,mRNA,NW_005054336.1:5194883-5204007,-,-,4,3,1.807354922,0.352,0.352,0.554919394,1,no,0,0,0
6014,12,LOC102034966,mRNA,NW_005054444.1:850429-892873,+,-,33,30,4.977279923,0.119,0.119,0.860471685,1,no,2,0,0
9736,2,MATN3,mRNA,NW_005054318.1:1647737-1661970,+,-,313,310,8.283088353,0.018,0.018,0.965428853,1,no,2,0,0
10547,59,NEU4,mRNA,NW_005054380.1:1910581-1915979,-,-,22,14,4.169925001,0.591,0.591,0.272276549,1,no,2,0,0
1664,-17,CENPE,mRNA,NW_005054304.1:15347045-15385542,+,-,10,11,3.392317423,-0.165,0.165,0.784042134,1,no,2,0,0
