Order,Page ,Date ,island,Location,Species,band,Recap,Colors,Sex,Plumage,CP/BP,Bill Length,Bill Depth,Bill Width,Tarsus,Wing Chord,Mass,Nest ID ,Parent,Blood,Plasma,Slide ,Sperm,Park Blood,Trizol Blood,Molt,POX,HCT 1 ,HCT 2 ,HMCT %,Notes
521,46,4/7/2016,esp,Espanola-Gardner Bay,OLI,SH909,0,,U,,CP0/BP0,7.43,3.86,4.31,19.44,52.5,8.7,,0,1,1,1,0,1,0,1,U,,,,"irregular beak above naries, fecal sample taken. Molt: body, tail"
522,46,4/7/2016,esp,Espanola-Gardner Bay,OLI,SH910,0,,U,,CPI,7.48,4,4.15,17.54,52.5,8,,0,1,1,0,0,1,0,1,U,,,,"molt: body, P7L"
523,46,4/7/2016,esp,Espanola-Gardner Bay,FUL or DIF?,SH911,0,,M,3,CP0,8.65,7.51,6.49,20.74,63,16,,0,1,1,1,0,1,0,1,U,,,,"picture taken, feces sampled. Molt: S2L, S1-2,5R, body, tail"
524,46,4/7/2016,esp,Espanola-Gardner Bay,OLI,SH912,0,,U,,CP0/BP0,7.35,4.08,4.77,19.4,53.5,8.6,,0,1,1,0,0,1,0,1,U,,,,"beak grooved above naries. Molt: P95, tail, body"
525,46,4/7/2016,esp,Espanola-Gardner Bay,DIF,SH913,0,,U,,CP0/BP0,8.46,7.43,6.8,20.29,62,14.4,,0,1,1,1,0,1,0,1,U,,,,"molt: wing, tail, body"
526,46,4/7/2016,esp,Espanola-Gardner Bay,FUL,SH914,0,,M,1,CP0/BP0,8.87,7.14,6.61,18.76,58.5,13.6,,0,1,1,1,0,1,0,1,U,,,,no molt
527,47,4/7/2016,esp,Espanola-Gardner Bay,FUL,SH915,0,,M,2,CP0,8.61,7.39,6.59,19.42,64,15.3,,0,1,1,1,0,1,0,1,U,,,,no molt
528,47,4/7/2016,esp,Espanola-Gardner Bay,FUL/DIF,SH918,0,,M,3,CP0,8.61,7.71,6.66,19.13,63,15.3,,0,1,1,1,0,1,0,1,U,,,,"body molt, P7-9S, S1S"
529,47,4/7/2016,esp,Espanola-Gardner Bay,DIF,SH916,0,,U,0,CP0/BP0,8.81,7.36,6.62,18.82,59.5,14.3,,0,1,1,1,0,1,0,1,U,,,,"P9R, body molt"
530,47,4/7/2016,esp,Espanola-Gardner Bay,FUL,SH917,0,,M,2,CP0,7.93,7.09,6.43,17.32,59,14.4,,0,1,1,1,0,1,0,1,U,,,,"slight gape, no molt"
531,47,4/7/2016,esp,Espanola-Gardner Bay,DIF,SH919,0,,U,0,CP0/BP0,8.6,7.02,6.68,19.57,64,15.2,,0,1,1,1,0,1,0,1,U,,,,"body, tail molt. S3L"
532,47,4/7/2016,esp,Espanola-Gardner Bay,DIF,SH920,0,,M,1,CP1,9.17,7.05,6.3,16.82,59,13.9,,0,1,1,0,0,1,0,1,U,,,,no molt
533,47,4/7/2016,esp,Espanola-Gardner Bay,FUL,SH921,0,,,,,8.32,7.51,6.79,18.66,,15,,0,,,,0,,0,,R,,,,"missing nail, bird escaped"
534,47,4/7/2016,esp,Espanola-Gardner Bay,FUL,SH923,0,,U,1,CP0/BP0,8.16,7.77,6.54,19.95,61,14.5,,0,1,1,0,0,0,0,1,U,,,,"Molt: body, tail"
535,47,4/7/2016,esp,Espanola-Gardner Bay,FUL/DIF,SH922,0,,M,1,CP0/BP0,7.91,7.21,6.49,17.34,58.5,12.5,,0,1,1,0,0,1,0,1,U,,,,no molt
536,47,4/8/2016,esp,Espanola-Gardner Bay,HOMO,DC750,0,,F,,CP0/BP0,23.69,,,34.78,110.5,55.8,,0,1,1,1,0,1,0,1,U,,,,"molt: body, tail"
537,47,4/8/2016,esp,Espanola-Gardner Bay,HOMO,DC748,0,,M,,CP1,23.81,,,35.95,120,69.7,,0,1,1,1,0,1,0,1,U,,,,molt
538,47,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH926,0,,M,5,CP0,8.96,7.44,6.77,18.92,65,15.6,,0,1,1,1,0,1,0,1,U,,,,no molt
539,48,4/8/2016,esp,Espanola-Gardner Bay,FUL/DIF,SH934,0,,M,3,,9.25,7.2,6.38,20.24,59,12.3,,0,0,0,0,0,0,0,0,U,,,,
540,48,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH935,0,,U,,CP0/BP0,7.74,3.63,4.38,19.8,50.5,7.4,,0,0,0,0,0,0,0,1,U,,,,"naries clogged, molting"
541,48,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH936,0,,U,,CP0/BP0,8,4.21,4.46,17.87,52,8.9,,0,0,0,0,0,0,0,1,U,,,,molting
542,48,4/8/2016,esp,Espanola-Gardner Bay,CON,SH1528,0,SYPuBk,M,3,CP0/BP0,16.44,13.73,11.49,22.31,75,25.3,,0,1,1,1,0,1,0,1,U,,,,molting
543,48,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH937,0,SBlPiBl,M,2,CP0/BP0,8.84,7.08,6.88,7.45,63,15.3,,0,1,1,1,0,1,0,1,U,,,,no molt
544,48,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH938,0,PiSPiPi,M,0,CP1,7.8,7.89,6.72,18.93,60,12.7,,0,1,1,0,0,0,0,1,U,,,,no molt
545,48,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH939,0,WSWW,M,4,CP0,9.24,7.58,6.61,18.1,63.5,14.6,,0,1,1,1,0,1,0,1,U,,,,no molt
546,48,4/8/2016,esp,Espanola-Gardner Bay,MAG,SH1527,0,,M,4,CP1,16.88,16.2,13.16,22.17,78,30.6,,0,1,1,1,0,1,0,1,U,,,,molting
547,48,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH940,0,SRRR,M,3,CP0,8.53,7.39,6.6,20.74,61,14.6,,0,1,1,1,0,0,0,1,U,,,,
548,48,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH941,0,,U,,CP0/BP0,8.1,4.72,4.47,18.17,52,9,,0,0,0,0,0,0,0,1,U,,,,molting
549,48,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH942,0,SOOO,U,0,CP0/BP0,8.13,7.47,6.82,19.05,60.5,14,,0,1,1,1,0,1,0,1,U,,,,molting
550,48,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH943,0,,M,,CP1,8.34,3.96,4.09,18.21,53,7.8,,0,1,1,0,0,0,0,1,U,,,,molting
551,49,4/8/2016,esp,Espanola-Gardner Bay,CON,SH1525,0,,M,4,CP0,12.71,12.43,10.22,21.87,74,24.9,,0,1,1,1,0,1,0,1,U,,,,molting
552,49,4/8/2016,esp,Espanola-Gardner Bay,HOMO,DC749,0,,M,,,23.93,,,38.63,118,69.9,,0,1,1,1,0,1,0,1,U,,,,"molting, black band removed: VOGEL S143586"
553,49,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH924,0,,U,,CP0/BP0,7.43,3.81,4.21,19.41,53,8.6,,0,0,0,0,0,1,0,1,U,,,,"no blood, molting"
554,49,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH925,0,,U,0,CP0/BP0,8.48,7.13,6.26,17.67,60.5,13.2,,0,1,1,0,0,1,0,1,U,,,,no molt
555,49,4/8/2016,esp,Espanola-Gardner Bay,MAG,SH1526,0,,M,3,CP1,15.44,15.76,12.33,,78,32.2,,0,1,1,1,0,1,0,1,U,,,,molting
556,49,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH927,0,,M,,CP1,8.07,4.1,4.49,20.24,52,8,,0,0,0,0,0,0,0,1,U,,,,molting
557,49,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH928,0,SBkBkBk,M,3,CP0,8.87,8.27,6.94,19.7,60.5,14.4,,0,1,1,0,0,1,0,0,U,,,,
558,49,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH929,0,,M,,CP1,8.27,3.88,4.36,19.29,52.5,8.3,,0,0,0,0,0,0,0,1,U,,,,molting
559,49,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH930,0,SBlBk),M,3,CP0/BP0,8.33,7.34,6.26,18.51,62,14.2,,0,1,1,0,0,0,0,1,U,,,,no molt
560,49,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH931,0,,U,,CP0/BP0,7.37,4.06,4.41,19.93,50.5,7.4,,0,0,0,0,0,0,0,1,U,,,,"slight gape, molting"
561,49,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH933,0,,U,,CP0/BP0,7.19,3.96,4.27,19.43,52.5,8,,0,0,0,0,0,1,0,1,U,,,,"slight gape, molting"
562,49,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH932,0,,U,,CP0/BP0,7.71,3.89,4.13,19.37,50,8.2,,0,0,0,0,0,0,0,1,U,,,,molting
563,50,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH1529,0,SBkBkBk,M,3,CP1,8.9,8.21,7,18.39,62.5,12.9,,0,1,1,0,0,1,0,1,U,,,,p9-8s
564,50,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH944,0,,M,,CP1,7.43,3.99,4.2,19.71,51,7.8,,0,0,0,0,0,0,0,1,U,,,,molting
565,50,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH947,0,OSOO,U,0,CP0/BP0,8.52,7.07,6.68,17.13,60,12.8,,0,1,1,0,0,1,0,1,U,,,,molting
566,50,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH946,0,BlSBlBl,M,2,CP0,8.8,7.67,6.57,8.98,62.5,12.6,,0,1,1,0,0,1,0,1,U,,,,molting
567,50,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH945,0,,U,,CP0/BP0,7.2,3.86,4.39,17.23,52.5,8.5,,0,0,0,0,0,0,0,1,U,,,,molting
568,50,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH948,0,RSBlR,U,0,CP0/BP0,8.56,7.61,6.7,18.4,59,14,,0,1,1,1,0,1,0,1,U,,,,"molting, picture taken"
569,50,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH949,0,SRRBk,U,0,CP0/BP0,9.07,7.43,6.68,21.51,59.5,14.3,,0,1,1,1,0,1,0,1,U,,,,nares enlarged
570,50,4/8/2016,esp,Espanola-Gardner Bay,MAG,SH1530,0,SGGG,U,0,CP0/BP0,18.92,12.72,9.89,21.04,74,26.3,,0,1,1,1,0,1,0,1,U,,,,"could be conirostris, slight body molt"
571,50,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH950,0,,U,,CP0/BP0,7.43,3.72,4.3,18.92,52.5,8,,0,0,0,0,0,0,0,1,U,,,,"fecal sample, molting"
572,50,4/8/2016,esp,Espanola-Gardner Bay,OLI,SH952,0,,M,,CP2,8.45,3.96,4.5,20.15,52,9.3,,0,0,0,0,0,0,0,1,U,,,,molting
573,50,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH951,0,SBlBlO,M,3,CP2,8.68,7.69,6.52,20.62,60.5,15.9,,0,1,1,0,0,1,0,1,U,,,,molting
574,50,4/8/2016,esp,Espanola-Gardner Bay,HOMO,VOGELS143575,0,,F,,,23.29,,,,114,53.7,,0,1,1,0,0,1,0,1,U,,,,body molt
575,51,4/8/2016,esp,Espanola-Gardner Bay,FUL/DIF,SH953,0,,M,2,,8.4,7.28,6.22,17.87,62,14.2,,0,1,1,0,0,0,0,1,U,,,,molting
576,51,4/8/2016,esp,Espanola-Gardner Bay,FUL,SH954,0,,M,4,BP0/CP0,8.52,7.44,6.54,19.37,60,14,,0,1,1,0,0,1,0,1,U,,,,molting
577,51,4/8/2016,esp,Espanola-Gardner Bay,DIF,SH955,0,,M,3,,8.23,7.36,6.7,20.89,61,15,,0,1,1,1,0,1,0,1,U,,,,molting
578,51,4/8/2016,esp,Espanola-Gardner Bay,HOMO,DC751,0,,F,,BP0/CP0,22.81,,,37.09,112,56.3,,0,1,1,0,0,1,0,1,U,,,,molting
,,21-Jan-19,,CDRS,FOR,SM1001,0,,U,0,,10.8,9.7,8.5,18.8,65,15.8,,,,,,,,,,U,,,,
,,21-Jan-19,,CDRS,CRA,SM1002,0,,U,0,,9.3,11.1,9.2,24.4,82,29.8,,,,,,,,,,U,,,,
,,21-Jan-19,,CDRS,CRA,SM1003,0,,F,0,,9.4,11.1,8.7,25,78.5,22.9,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FOR,JP4522,1,RSGG,M,1,,11.9,10.5,8.7,19.5,66,17.7,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FOR,SM1004,0,,U,1,,11.6,9.2,8.4,18.9,65,17.9,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FUL,SM001,0,,U,0,,8,7.1,7,19.9,58.5,13.1,,,,,,,,,,U,,,,MOLT
,,22-Jan-19,,CDRS,FUL,SM002,0,,U,0,,8.7,7.2,6.7,17.4,60,13.5,,,,,,,,,,I,,,,Missing hallux/ large lesion right
,,22-Jan-19,,CDRS,FUL,SM003,0,,M,4,,7.6,7.2,7.4,17.4,63.4,14.3,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FUL,SM004,0,,M,5,,8.5,7.8,7.1,18.8,64,19.4,,,,,,,,,,U,,,,molt
,,22-Jan-19,,CDRS,FOR,SM1005,0,,U,0,,11.5,12.1,9.6,21,66.5,19.2,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FUL,SM005,0,,U,0,,7.7,7.1,6.8,17,58,12.2,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FOR,SM1006,0,,U,1,,12.7,13.7,11.4,22.3,72,27.6,,,,,,,,,,I,,,,"Pox left, forgot band"
,,22-Jan-19,,CDRS,FOR,SM1007,0,,M,1,,9.5,8.4,7.9,21.4,63,15.9,,,,,,,,,,U,,,,molt
,,22-Jan-19,,CDRS,CRA,SM1008,0,,M,5,,10.5,11.7,9.5,24.3,75,29.4,,,,,,,,,,U,,,,molt
,,22-Jan-19,,CDRS,FOR,SM1009,0,,U,0,,10.7,11,8.7,20.1,67.5,18.7,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FUL,SM006,0,,M,2,,8,7.5,7.2,17.8,61.5,13.7,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FOR,SM1010,0,,U,0,,13.4,13.4,12,24.6,73,26.4,,,,,,,,,,U,,,,little rna
,,22-Jan-19,,CDRS,FOR,SM1011,0,,U,0,,13,13,11.3,22,71.5,24.5,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FOR,SM1012,0,,U,1,,12.2,12,10.1,22,65,21.8,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FOR,SM1013,0,,U,0,,10.6,10,8,19.3,64,18.2,,,,,,,,,,U/I,,,,small lesion
,,22-Jan-19,,CDRS,CRA,JP5410,1,,M,5,,11.1,12,10,24.9,82,30.4,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,CRA,SM1014,0,,M,5,,11.3,11.9,9.5,28,84,31.4,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,FUL,SM007,0,,F,0,bp,6.4,8.5,6.4,17.2,57,11.7,,,,,,,,,,U,,,,
,,22-Jan-19,,CDRS,CRA,SM1015,0,,M,5,,10.05,10.16,9.9,24.3,81,28.3,,,,,,,,,,R,,,,missing nail 
,,24-Jan-19,,EG,CRA,SM1016,0,,F,0,BP,9.1,10.65,9.2,15.75,82,30.4,,,,,,,,,,U,,,,
,,24-Jan-19,,EG,FOR,C036956,1,OSOW,M,5,,11.6,11.3,10.05,21.4,72,21.8,,,,,,,,,,U,,,,Samples labeled C036
,,24-Jan-19,,EG,CRA,SM1017,0,,F,0,,9.35,11.1,8.95,24.9,81,31.2,,,,,,,,,,U,,,,
,,24-Jan-19,,EG,FOR,SM1018,0,,M,2,,10.3,10.5,8.95,19.6,65,17.8,,,,,,,,,,U,,,,
,,24-Jan-19,,EG,FOR,SM1019,0,,U,0,,12.6,11.8,10.5,21.75,72,23.2,,,,,,,,,,U,,,,No band on bird
,,24-Jan-19,,EG,FOR,SM1020,0,,M,5,,10.95,10.6,9.5,19.6,68,17.9,,,,,,,,,,U,,,,
,,24-Jan-19,,EG,CRA,SM1021,0,,M,5,,10.1,10.8,9.95,26.9,85,29.2,,,,,,,,,,U,,,,
,,24-Jan-19,,EG,FOR,SM1022,0,,U,0,,11.15,10.3,8.6,19.9,65.5,,,,,,,,,,,I,,,,"Heavy pox, right hallux fell off, hallux saved, forgot mass"
,,24-Jan-19,,EG,PAR,SM008,0,,U,0,,6.95,6.6,6.15,17.9,58,14.2,,,,,,,,,,U,,,,
,,24-Jan-19,,EG,FOR,SM1023,0,,U,0,,11.4,11.1,9.2,20.75,75,19.9,,,,,,,,,,U,,,,Lesion emerging?
,,24-Jan-19,,EG,CRA,SM1024,0,,M,5,,9.5,11.45,9.98,26.1,82,32.4,,,,,,,,,,R,,,,Missing hallux  
,,25-Jan-19,,EG,GAMO,DC724,1,BlSYBk,M,,,14.5,,,33.9,110,48.7,,,,,,,,,,U,,,,115 Territory
,,25-Jan-19,,EG,FOR,SM1025,0,,M,1,,12,11.8,9.6,20.5,72,20.9,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,FOR,SM1026,0,,U,3,,11.4,9.4,8.3,18.6,65.5,17.6,,,,,,,,,,I,,,,Pox left  
,,25-Jan-19,,EG,FOR,SM1027,0,,M,3,,11.4,10.45,8.7,21.4,67,17.7,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,FUL,SM009,0,,M,5,,7.75,7.3,16.6,18.9,60,13.5,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,FUL,SM010,0,,M,0,,8.55,7.05,6.5,19.15,60.5,14.9,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,FUL,SM011,0,,M,0,,7.85,7.6,6.2,17.6,60.5,12.6,,,,,,,,,,U,,,,molt
,,25-Jan-19,,EG,FUL,SM012,0,,U,0,,8.6,7.5,6.7,17.2,58.5,13.5,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,FUL,SM013,0,,U,0,,8.05,7,6.4,17.85,59,14.8,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,GAMO,DC752,0,SGOBk,F,0,,14.1,,,33.6,101,52.8,,,,,,,,,,U,,,,Brood patch (egg?) 115 territory
,,25-Jan-19,,EG,GAMO,DC731,1,RSBkBl,M,0,,15.7,,,36.8,108,50.4,,,,,,,,,,R,,,,"missing nail, 115 territory"
,,25-Jan-19,,EG,FUL,SM015,0,,F,0,,8.8,7.1,6.7,17.1,60,16.2,,,,,,,,,,U,,,,Brood patch  
,,25-Jan-19,,EG,FOR,SM1028,0,,U,0,,10,8.15,7.8,19.5,63.5,16.1,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,GAMO,DC756,0,SYBlBL,M,,,14.3,,,33.4,109,46.4,,,,,,,,,,U,,,,territory 20
,,25-Jan-19,,EG,FOR,SM1029,0,,U,0,,11.9,11.95,9.8,18.8,70,20.3,,,,,,,,,,U,,,,
,,25-Jan-19,,EG,GAMO,DC754,0,GyYSY,F,,,14.55,,,31.1,99,50.1,,,,,,,,,,U,,,,territory 20
,,25-Jan-19,,EG,FOR,JP5639,1,,M,5,,11.7,12,9.95,19.5,70,22.3,,,,,,,,,,R,,,,missing hallux
,,25-Jan-19,,EG,FUL,SM014,0,,M,2,,7.05,7.2,6.4,18.5,61,14.6,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,FOR,SM1030,0,,U,0,,10.9,10.9,8.75,20.05,66.5,17.3,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,GAMO,DC753,0,SRR,U,,,14.3,,,33.1,109,46.8,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,FOR,SM1031,0,,F,0,,10.25,9.6,8.25,20.1,65,19.5,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,CRA,SM1032,0,,F,0,,10.2,10.55,9,25.5,78,31.8,,,,,,,,,,R,,,,missing toe
,,26-Jan-19,,CDRS,CRA,SM1033,0,,M,5,,9.85,11.4,9.25,27.9,86,29.5,,,,,,,,,,I,,,,small lesion
,,26-Jan-19,,CDRS,CRA,SM1034,0,,M,5,,10.6,11.6,9.75,23.85,81,28.8,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,FOR,SM1035,0,,M,3,,12.55,13.3,11.1,22.6,74,24.8,,,,,,,,,,U,,,,molt
,,26-Jan-19,,CDRS,CRA,SM1036,0,,F,0,bp,9.8,11,9.2,24.45,76,29.9,,,,,,,,,,R,,,,Missing toe
,,26-Jan-19,,CDRS,CRA,SM1037,0,,F,0,bp,9.55,11.1,9.05,26.61,76.5,26.9,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,FOR,SM1038,0,,U,1,,10.6,10.75,8.95,19.2,63,17.7,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,CRA,SM1039,0,,F,0,bp,9.85,11.05,9.1,25.3,80,31.1,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,CRA,SM1040,0,,F,0,bp,9.9,11.2,9.15,25.7,80,26.7,,,,,,,,,,I,,,,"small lesion, missing nail on hallux"
,,26-Jan-19,,CDRS,CRA,SM1041,0,,F,0,bp,10.3,11,9.6,25,77,35,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,FOR,SM1042,0,,U,0,,11.15,10.85,8.95,20.9,65.5,19.8,,,,,,,,,,U,,,,swollen foot- pox emerging?
,,26-Jan-19,,CDRS,CRA,SM1043,0,,M,5,,10,11.6,9.7,26.7,85,22.6,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,GAMO,DC757,0,S-WW,F,,bp,14.1,,,31.4,103,48,,,,,,,,,,U,,,,Measured by Diana
,,26-Jan-19,,CDRS,CRA,SM1044,0,,M,3,,10.4,11.6,9.6,25.7,80,31,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,FOR,SH048,1,,M,5,,13.1,14.1,11.25,21.55,75,26.7,,,,,,,,,,I-R,,,,"Missing hallux, missing nails"
,,26-Jan-19,,CDRS,CRA,SM1045,0,,F,0,bp,10,10.95,9.15,24.65,79,34.3,,,,,,,,,,U,,,,
,,26-Jan-19,,CDRS,CRA,SM1046,0,,M,3,,10.4,11.25,9.4,27.7,79.5,30.9,,,,,,,,,,R,,,,missing nail
,,26-Jan-19,,CDRS,FOR,SM1047,0,,M,3,,11.3,11.7,9.2,20.2,65.5,21.3,,,,,,,,,,I,,,,big pox
,,26-Jan-19,,CDRS,CRA,SM1048,0,,M,5,,10.3,10.4,9.4,26.7,80,29.1,,,,,,,,,,R,,,,missing nail
,,26-Jan-19,,CDRS,CRA,SM1049,0,,F,0,bp,9.95,11.1,9.55,24.8,81,22.2,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,FUL,SM016,0,,M,5,,8.5,7.5,7.15,18.9,64,16.8,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,FOR,SM1050,0,,M,3,,10.3,10.45,8.1,19.8,66.5,17.1,,,,,,,,,,U,,,,molt
,,28-Jan-19,,CDRS,FUL,LF5852,1,,F,0,bp,8.45,7.3,6.7,18.9,61,15.3,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1051,0,,F,0,bp,9.5,10.6,8.95,24.5,78,36.2,,,,,,,,,,U,,,,no band on bird
,,28-Jan-19,,CDRS,CRA,RHC544,1,,M,5,,10.5,12,9.75,26.3,81,32.1,,,,,,,,,,R,,,,tarsus swollen
,,28-Jan-19,,CDRS,CRA,SM1052,0,,U,0,,10,10.8,9.25,24.4,80.5,22.6,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,FOR,SM1053,0,,F,0,,11.85,10.6,9.15,19.05,66,22.5,,,,,,,,,,R,,,,missing 3 toes
,,28-Jan-19,,CDRS,CRA,RHC001,1,,M,5,,10.1,11.2,9.4,23.6,78.5,29.4,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,FUL,SM017,0,,M,4,,8.6,7.6,7.05,18.05,67,15.1,,,,,,,,,,U,,,,swollen foot 
,,28-Jan-19,,CDRS,CRA,SM1054,0,,F,0,bp,10.25,11.05,10.2,25.25,81.5,36.6,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1055,0,,F,0,bp,10.05,11.1,9.45,25,82,28.8,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1056,0,,M,5,,10.05,11.8,9.15,25.05,83,29,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1057,0,,F,0,bp,11,11.2,9.1,23.6,77.5,22.2,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1058,0,,F,0,bp,10.05,10.85,9.25,24.85,80,30,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1059,0,,M,5,,10.55,11.35,8.55,26.65,81,26.7,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,FUL,SM018,0,,M,4,,8.3,7.15,6.7,19.15,62,14.4,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1060,0,,M,5,,9.6,11.55,9.85,26,83.5,27.9,,,,,,,,,,R,,,,Missing 2 toes and hallux
,,28-Jan-19,,CDRS,CRA,SM1061,0,,M,5,,10.55,11.45,9.8,24.55,78.5,29.3,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,CRA,SM1062,0,,M,5,,10.3,11.5,9.35,26.25,83,30.3,,,,,,,,,,I,,,,small lesion
,,28-Jan-19,,CDRS,PAR,JP9655,1,,U,0,,7.7,7.2,6.65,19.7,62.5,13,,,,,,,,,,U,,,,
,,28-Jan-19,,CDRS,MAG,SM1063,0,,F,0,BP,14.9,15.9,13.15,21.6,74,30.4,,,,,,,,,,U,,,,Missing nail
,,28-Jan-19,,CDRS,FOR,SM1064,0,,M,5,,11.1,12.6,10.9,19.7,69.5,21.5,,,,,,,,,,R,,,,
,,28-Jan-19,,CDRS,FOR,C036956,1,OSOW,M,5,,11.9,11.35,9.7,20.65,71,21.6,,,,,,,,,,U,,,,"Tube labeled CO36956, missing nail"
,,29-Jan-19,,CDRS,GAMO,DC758,,OOS,F,0,BP,14.1,,,33.45,102,42.3,,,,,,,,,,R,,,,new lesion 
,,29-Jan-19,,CDRS,CRA,SM1065,0,,F,0,BP,10.05,11,8.7,23.6,79,29.9,,,,,,,,,,I,,,,
,,29-Jan-19,,CDRS,CRA,RHC138,1,,F,0,BP,10.45,10.9,8.95,26.65,80,29.5,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,FOR,SM1066,0,,F,0,BP,11.6,12.15,10,19.1,69,24.9,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,FOR,SM1067,0,,U,0,,10.7,9.9,8.75,19.65,68,20.2,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,FUL,SM019,0,,M,5,,8.3,7.05,6.4,7,63.25,13.9,,,,,,,,,,R,,,,Missing two toes
,,29-Jan-19,,CDRS,CRA,SM1068,0,,M,5,,10.05,11.55,9.6,25.5,80,31.9,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,CRA,SM1069,0,,M,5,,10.2,11.8,9.8,26.9,82,31.2,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,CRA,JP5436,1,,M,5,,10.7,11.5,9.65,25.9,85,31.4,,,,,,,,,,I,,,,Damaged eye
,,29-Jan-19,,CDRS,PAR,RHC507,1,,M,5,,7.6,7.2,7.15,18.3,63,11.4,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,FUL,SH020,0,,F,0,BP,7.6,6.9,5.9,16.2,60,15.6,,,,,,,,,,U,,,,
,,29-Jan-19,,CDRS,FUL,SM021,0,,M,5,,7.4,7.75,6.15,18.2,61,15.4,,,,,,,,,,U,,,,
